STABILITY,PAIR,DRUG,ATC_L1_NAME,ATC_L1_NAME_CAT
Stable,METHYLPREDNISOLONE + TOFACITINIB CITRATE,TOFACITINIB CITRATE,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,METHYLPREDNISOLONE + TORSEMIDE,METHYLPREDNISOLONE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE + TORSEMIDE,TORSEMIDE,Cardiovascular,Cardiovascular
Stable,METHYLPREDNISOLONE + TRELEGY ELLIPTA,METHYLPREDNISOLONE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE + TRELEGY ELLIPTA,TRELEGY ELLIPTA,Respiratory,Other
Stable,METHYLPREDNISOLONE + TRIAMCINOLONE ACETONIDE,METHYLPREDNISOLONE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE + TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE + URSADIOL 300 MG ORAL CAPSULE [URSODIOL],METHYLPREDNISOLONE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE + URSADIOL 300 MG ORAL CAPSULE [URSODIOL],URSADIOL 300 MG ORAL CAPSULE [URSODIOL],UNCLASSIFIED,Other
Stable,METHYLPREDNISOLONE + VANCOMYCIN,METHYLPREDNISOLONE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE + VANCOMYCIN,VANCOMYCIN,Anti-infectives,Anti-infectives
Stable,METHYLPREDNISOLONE + VASOPRESSIN,METHYLPREDNISOLONE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE + VASOPRESSIN,VASOPRESSIN,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE + VELCADE,METHYLPREDNISOLONE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE + VELCADE,VELCADE,Unknown,Unknown
Stable,METHYLPREDNISOLONE + VINCRISTINE SULFATE,METHYLPREDNISOLONE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE + VINCRISTINE SULFATE,VINCRISTINE SULFATE,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,METHYLPREDNISOLONE + VITAMIN D2,METHYLPREDNISOLONE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE + VITAMIN D2,VITAMIN D2,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METHYLPREDNISOLONE + VORICONAZOLE,METHYLPREDNISOLONE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE + VORICONAZOLE,VORICONAZOLE,Anti-infectives,Anti-infectives
Stable,METHYLPREDNISOLONE + XARELTO,METHYLPREDNISOLONE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE + XARELTO,XARELTO,Blood,Blood
Stable,METHYLPREDNISOLONE ACETATE + ORENCIA,METHYLPREDNISOLONE ACETATE,Unknown,Unknown
Stable,METHYLPREDNISOLONE ACETATE + ORENCIA,ORENCIA,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,METHYLPREDNISOLONE ACETATE + PREDNISONE,METHYLPREDNISOLONE ACETATE,Unknown,Unknown
Stable,METHYLPREDNISOLONE ACETATE + PREDNISONE,PREDNISONE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE ACETATE + RABEPRAZOLE,METHYLPREDNISOLONE ACETATE,Unknown,Unknown
Stable,METHYLPREDNISOLONE ACETATE + RABEPRAZOLE,RABEPRAZOLE,Unknown,Unknown
Stable,METHYLPREDNISOLONE ACETATE + SIMPONI,METHYLPREDNISOLONE ACETATE,Unknown,Unknown
Stable,METHYLPREDNISOLONE ACETATE + SIMPONI,SIMPONI,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,METHYLPREDNISOLONE ACETATE + SULFASALAZINE,METHYLPREDNISOLONE ACETATE,Unknown,Unknown
Stable,METHYLPREDNISOLONE ACETATE + SULFASALAZINE,SULFASALAZINE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METHYLPREDNISOLONE ACETATE + XELJANZ,METHYLPREDNISOLONE ACETATE,Unknown,Unknown
Stable,METHYLPREDNISOLONE ACETATE + XELJANZ,XELJANZ,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + MINOCICLINA,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + MINOCICLINA,MINOCICLINA,UNCLASSIFIED,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + MINOCYCLINE HYDROCHLORIDE,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,Unknown,Unknown
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + MORPHINE,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + MORPHINE,MORPHINE,Nervous System,Nervous System
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + MORPHINE SULFATE,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + MORPHINE SULFATE,MORPHINE SULFATE,Nervous System,Nervous System
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + MYOCHRYSINE,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + MYOCHRYSINE,MYOCHRYSINE,Unknown,Unknown
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + MYRBETRIQ,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + MYRBETRIQ,MYRBETRIQ,Genitourinary/Sex Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + NAPROXEN,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + NAPROXEN,NAPROXEN,Musculoskeletal,Musculoskeletal
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + NAPROXEN SODIUM,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + NAPROXEN SODIUM,NAPROXEN SODIUM,Musculoskeletal,Musculoskeletal
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + NIACINAMIDE,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + NIACINAMIDE,NIACINAMIDE,Unknown,Unknown
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + NUCALA,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + NUCALA,NUCALA,Respiratory,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + ORENCIA,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + ORENCIA,ORENCIA,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + OTEZLA,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + OTEZLA,OTEZLA,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + OXYCODONE,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + OXYCODONE,OXYCODONE,Nervous System,Nervous System
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + OXYCODONE HYDROCHLORIDE,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE,Nervous System,Nervous System
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + OXYCODONE TEREPHTHALATE,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + OXYCODONE TEREPHTHALATE,OXYCODONE TEREPHTHALATE,Unknown,Unknown
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + PANTOPRAZOLE,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + PANTOPRAZOLE,PANTOPRAZOLE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + PANTOPRAZOLE SODIUM,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + PERIOGARD,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + PERIOGARD,PERIOGARD,Unknown,Unknown
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + PHENYLEPHRINE HYDROCHLORIDE,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + PHENYLEPHRINE HYDROCHLORIDE,PHENYLEPHRINE HYDROCHLORIDE,Cardiovascular,Cardiovascular
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + PHTHALYLSULFATHIAZOLE,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + PHTHALYLSULFATHIAZOLE,PHTHALYLSULFATHIAZOLE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,Anti-infectives,Anti-infectives
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + PREGABALIN,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + PREGABALIN,PREGABALIN,Nervous System,Nervous System
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + PSEUDOEPHEDRINE,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + PSEUDOEPHEDRINE,PSEUDOEPHEDRINE,Unknown,Unknown
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + PSEUDOEPHEDRINE HYDROCHLORIDE,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE,Respiratory,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + QUETIAPINE FUMARATE,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,Nervous System,Nervous System
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + RAMIPRIL,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + RAMIPRIL,RAMIPRIL,Cardiovascular,Cardiovascular
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + RANITIDINA,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + RANITIDINA,RANITIDINA,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + RANITIDINE HYDROCHLORIDE,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + RANITIDINE HYDROCHLORIDE,RANITIDINE HYDROCHLORIDE,Unknown,Unknown
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + REMICADE,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + REMICADE,REMICADE,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + SIMPONI,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + SIMPONI,SIMPONI,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + STELARA,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + STELARA,STELARA,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + SULFAMETHOXAZOLE / TRIMETHOPRIM,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + SULFAMETHOXAZOLE / TRIMETHOPRIM,SULFAMETHOXAZOLE / TRIMETHOPRIM,Anti-infectives,Anti-infectives
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + SULFASALAZINE,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + SULFASALAZINE,SULFASALAZINE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + TOCILIZUMAB,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + TOCILIZUMAB,TOCILIZUMAB,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + TOFACITINIB,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + TOFACITINIB,TOFACITINIB,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + TOFACITINIB CITRATE,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + TOFACITINIB CITRATE,TOFACITINIB CITRATE,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + TOPIRAMATE,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + TOPIRAMATE,TOPIRAMATE,Nervous System,Nervous System
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + TRAMADOL HYDROCHLORIDE,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,Nervous System,Nervous System
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + TRIAMCINOLONE ACETONIDE,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + TUMS,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + TUMS,TUMS,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + TYROTHRICIN,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + TYROTHRICIN,TYROTHRICIN,Unknown,Unknown
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + USTEKINUMAB,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + USTEKINUMAB,USTEKINUMAB,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + VANCOMYCIN,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + VANCOMYCIN,VANCOMYCIN,Anti-infectives,Anti-infectives
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + VITAMIN D3,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + VITAMIN D3,VITAMIN D3,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + XELJANZ,METHYLPREDNISOLONE SODIUM SUCCINATE,Systemic Hormones,Other
Stable,METHYLPREDNISOLONE SODIUM SUCCINATE + XELJANZ,XELJANZ,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,METOCLOPRAMIDE + METOPROLOL,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + METOPROLOL,METOPROLOL,Cardiovascular,Cardiovascular
Stable,METOCLOPRAMIDE + MIDAZOLAM,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + MIDAZOLAM,MIDAZOLAM,Nervous System,Nervous System
Stable,METOCLOPRAMIDE + MONTMORILLONITE,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + MONTMORILLONITE,MONTMORILLONITE,Unknown,Unknown
Stable,METOCLOPRAMIDE + MORPHINE,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + MORPHINE,MORPHINE,Nervous System,Nervous System
Stable,METOCLOPRAMIDE + NYSTATIN,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + NYSTATIN,NYSTATIN,Anti-infectives,Anti-infectives
Stable,METOCLOPRAMIDE + OLANZAPINE,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + OLANZAPINE,OLANZAPINE,Nervous System,Nervous System
Stable,METOCLOPRAMIDE + OXAZEPAM,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + OXAZEPAM,OXAZEPAM,Nervous System,Nervous System
Stable,METOCLOPRAMIDE + OXYCODONE,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + OXYCODONE,OXYCODONE,Nervous System,Nervous System
Stable,METOCLOPRAMIDE + OXYCODONE HYDROCHLORIDE,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE,Nervous System,Nervous System
Stable,METOCLOPRAMIDE + PANTOPRAZOLE,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + PANTOPRAZOLE,PANTOPRAZOLE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + PERPRAZOLE,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + PERPRAZOLE,PERPRAZOLE,UNCLASSIFIED,Other
Stable,METOCLOPRAMIDE + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,Anti-infectives,Anti-infectives
Stable,METOCLOPRAMIDE + POTASSIUM,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + POTASSIUM,POTASSIUM,Cardiovascular,Cardiovascular
Stable,METOCLOPRAMIDE + PREDNISONE,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + PREDNISONE,PREDNISONE,Systemic Hormones,Other
Stable,METOCLOPRAMIDE + PREGABALIN,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + PREGABALIN,PREGABALIN,Nervous System,Nervous System
Stable,METOCLOPRAMIDE + PROPOFOL,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + PROPOFOL,PROPOFOL,Nervous System,Nervous System
Stable,METOCLOPRAMIDE + REVLIMID,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + REVLIMID,REVLIMID,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,METOCLOPRAMIDE + SIMVASTATIN,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + SIMVASTATIN,SIMVASTATIN,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + SPIRONOLACTONE,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + SPIRONOLACTONE,SPIRONOLACTONE,Cardiovascular,Cardiovascular
Stable,METOCLOPRAMIDE + SULFAMETHOXAZOLE / TRIMETHOPRIM,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + SULFAMETHOXAZOLE / TRIMETHOPRIM,SULFAMETHOXAZOLE / TRIMETHOPRIM,Anti-infectives,Anti-infectives
Stable,METOCLOPRAMIDE + TAMSULOSIN,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + TAMSULOSIN,TAMSULOSIN,Genitourinary/Sex Hormones,Other
Stable,METOCLOPRAMIDE + TEMAZEPAM,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + TEMAZEPAM,TEMAZEPAM,Unknown,Unknown
Stable,METOCLOPRAMIDE + VALACICLOVIR,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + VALACICLOVIR,VALACICLOVIR,Anti-infectives,Anti-infectives
Stable,METOCLOPRAMIDE + VALSARTAN,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + VALSARTAN,VALSARTAN,Cardiovascular,Cardiovascular
Stable,METOCLOPRAMIDE + VINCRISTINE,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + VINCRISTINE,VINCRISTINE,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,METOCLOPRAMIDE + VINCRISTINE SULFATE,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + VINCRISTINE SULFATE,VINCRISTINE SULFATE,Antineoplastic/Immunomodulating,Antineoplastic/Immunomodulating
Stable,METOCLOPRAMIDE + XARELTO,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + XARELTO,XARELTO,Blood,Blood
Stable,METOCLOPRAMIDE + ZOFRAN,METOCLOPRAMIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE + ZOFRAN,ZOFRAN,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE HYDROCHLORIDE + PANTOPRAZOLE,METOCLOPRAMIDE HYDROCHLORIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE HYDROCHLORIDE + PANTOPRAZOLE,PANTOPRAZOLE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE HYDROCHLORIDE + PERPRAZOLE,METOCLOPRAMIDE HYDROCHLORIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE HYDROCHLORIDE + PERPRAZOLE,PERPRAZOLE,UNCLASSIFIED,Other
Stable,METOCLOPRAMIDE HYDROCHLORIDE + POTASSIUM CHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE HYDROCHLORIDE + POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE HYDROCHLORIDE + PREGABALIN,METOCLOPRAMIDE HYDROCHLORIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE HYDROCHLORIDE + PREGABALIN,PREGABALIN,Nervous System,Nervous System
Stable,METOCLOPRAMIDE HYDROCHLORIDE + TAMSULOSIN HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE HYDROCHLORIDE + TAMSULOSIN HYDROCHLORIDE,TAMSULOSIN HYDROCHLORIDE,Genitourinary/Sex Hormones,Other
Stable,METOCLOPRAMIDE HYDROCHLORIDE + TRAMADOL HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE HYDROCHLORIDE + TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE,Nervous System,Nervous System
Stable,METOCLOPRAMIDE HYDROCHLORIDE + VITAMIN D3,METOCLOPRAMIDE HYDROCHLORIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOCLOPRAMIDE HYDROCHLORIDE + VITAMIN D3,VITAMIN D3,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOLAZONE + MIDODRINE HYDROCHLORIDE,METOLAZONE,Cardiovascular,Cardiovascular
Stable,METOLAZONE + MIDODRINE HYDROCHLORIDE,MIDODRINE HYDROCHLORIDE,Cardiovascular,Cardiovascular
Stable,METOLAZONE + OMEPRAZOLE,METOLAZONE,Cardiovascular,Cardiovascular
Stable,METOLAZONE + OMEPRAZOLE,OMEPRAZOLE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOLAZONE + ONDANSETRON HYDROCHLORIDE,METOLAZONE,Cardiovascular,Cardiovascular
Stable,METOLAZONE + ONDANSETRON HYDROCHLORIDE,ONDANSETRON HYDROCHLORIDE,Alimentary/Metabolism,Alimentary/Metabolism
Stable,METOLAZONE + OPSUMIT,METOLAZONE,Cardiovascular,Cardiovascular
