PAIR,N_EXPOSED,A_SERIOUS_EXPOSED,ROR,CI_LOWER,CI_UPPER,PRIORITY_REASON,RISK_CLASSES,RISK_CLASS_STR
CIMZIA + DICLOFENAC SODIUM,274,241,7.062945359568251,4.908821202985435,10.162357741183897,TOP_ROR,[],NONE
CETIRIZINE HYDROCHLORIDE\PSEUDOEPHEDRINE HYDROCHLORIDE + ERELZI,141,124,7.052632244807363,4.248105500426641,11.708659677943768,TOP_ROR,[],NONE
CETIRIZINE HYDROCHLORIDE\PSEUDOEPHEDRINE HYDROCHLORIDE + DICLOFENAC SODIUM,141,124,7.052632244807363,4.248105500426641,11.708659677943768,TOP_ROR,[],NONE
CHOLECALCIFEROL + COSENTYX,174,153,7.044925671841745,4.464561922625577,11.116651215039536,TOP_ROR,[],NONE
TOFACITINIB CITRATE + XELJANZ,116,102,7.044188987828544,4.029170569822594,12.315338265371508,TOP_ROR,[],NONE
ACETAMINOPHEN + OTEZLA,116,102,7.044188987828544,4.029170569822594,12.315338265371508,TOP_ROR,[],NONE
CELECOXIB + DICLOFENAC SODIUM,240,211,7.036235265687424,4.772544759917627,10.373628578594593,TOP_ROR,[],NONE
ERELZI + SULFASALAZINE,397,349,7.033361885656811,5.201277168423427,9.510775490859752,TOP_ROR,[],NONE
ARAVA + DICLOFENAC SODIUM,306,269,7.031663419643378,4.986466672743437,9.91569656274223,TOP_ROR,[],NONE
CETIRIZINE HYDROCHLORIDE + TRAMADOL HYDROCHLORIDE,124,109,7.025872965046351,4.095189754200828,12.053871464767406,TOP_ROR,['OPIOIDS'],OPIOIDS
CORTISONE ACETATE + LEFLUNOMIDE,256,225,7.019224052144377,4.821730991095102,10.21821963630786,TOP_ROR,[],NONE
ERELZI + LEFLUNOMIDE,684,601,7.008084579301353,5.570642656712272,8.816442284529428,TOP_ROR,[],NONE
ASCORBIC ACID + DICLOFENAC SODIUM,239,210,7.0028714408956185,4.749384399681807,10.32559260122154,TOP_ROR,[],NONE
CETIRIZINE + HYDROXYCHLOROQUINE,173,152,6.998863679686268,4.434568288151453,11.045966512165403,TOP_ROR,[],NONE
ADALIMUMAB + METHYLPREDNISOLONE SODIUM SUCCINATE,107,94,6.990949026075062,3.9142396629480394,12.486043904723632,TOP_ROR,['BIOLOGICS'],BIOLOGICS
ADALIMUMAB + CANDESARTAN,246,216,6.962937679714894,4.752586118566528,10.201288292744644,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
ASCORBIC ACID + REMICADE,131,115,6.949412087308112,4.119212266390384,11.724165990004645,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
ACTEMRA + CETIRIZINE HYDROCHLORIDE\PSEUDOEPHEDRINE HYDROCHLORIDE,154,135,6.870176771831216,4.249980744428025,11.105774758648089,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
ENBREL + STELARA,154,135,6.870176771831216,4.249980744428025,11.105774758648089,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
DICLOFENAC DIETHYLAMMONIUM + ENBREL,129,113,6.828520111165807,4.045268460924127,11.526722480599895,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
FENTANYL + OLANZAPINE,185,162,6.810808232736115,4.400648379817795,10.540971415904547,HIGH_RISK_CLASS,['OPIOIDS'],OPIOIDS
METHOTREXATE + OXYCODONE,434,380,6.807605200649793,5.119021970197118,9.053191964739616,HIGH_RISK_CLASS,"['OPIOIDS', 'ANTINEOPLASTICS']","OPIOIDS, ANTINEOPLASTICS"
ACETAMINOPHEN + VINCRISTINE SULFATE,152,133,6.768364025675463,4.18513407530087,10.946065468825973,HIGH_RISK_CLASS,['ANTINEOPLASTICS'],ANTINEOPLASTICS
COSENTYX + ETANERCEPT,104,91,6.767785116225722,3.784895740414522,12.10149988818188,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
ADALIMUMAB + CETIRIZINE HYDROCHLORIDE,199,174,6.730247291551649,4.4254567187530585,10.235379415980647,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
CYCLOPHOSPHAMIDE + METRONIDAZOLE,103,90,6.693397857277168,3.7417847275215017,11.973317050090817,HIGH_RISK_CLASS,['ANTINEOPLASTICS'],ANTINEOPLASTICS
ACTEMRA + CANDESARTAN,166,145,6.676435899064125,4.224630523158407,10.55117034968239,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
DESOXIMETASONE + ENBREL,324,283,6.6760616505769175,4.811339363608873,9.263491056027492,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
CARBOPLATIN + ROSUVASTATIN,118,103,6.639032475952884,3.8623717431719986,11.411835822037874,HIGH_RISK_CLASS,['ANTINEOPLASTICS'],ANTINEOPLASTICS
ADALIMUMAB + COSENTYX,550,480,6.634900362142432,5.163119261809408,8.526222344151384,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
ADALIMUMAB + CELECOXIB,202,176,6.5457905486011825,4.336194941036903,9.881330172833644,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
MICAFUNGIN + TACROLIMUS,101,88,6.544624405866607,3.655568449765135,11.716948869229006,HIGH_RISK_CLASS,['IMMUNOSUPPRESSANTS'],IMMUNOSUPPRESSANTS
OXYCODONE + RAMIPRIL,186,162,6.527008424448826,4.251326043431456,10.020835508170032,HIGH_RISK_CLASS,['OPIOIDS'],OPIOIDS
CETIRIZINE + METHOTREXATE,293,255,6.4900567517011165,4.615506359578096,9.1259405488397,HIGH_RISK_CLASS,['ANTINEOPLASTICS'],ANTINEOPLASTICS
CELLCEPT + FUROSEMIDE,131,114,6.483716638686788,3.894996160775808,10.79297121628244,HIGH_RISK_CLASS,['IMMUNOSUPPRESSANTS'],IMMUNOSUPPRESSANTS
ACETAMINOPHEN + ADALIMUMAB,306,266,6.43165631177971,4.612709897891938,8.967874379388265,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
HUMIRA + METHYLPREDNISOLONE SODIUM SUCCINATE,107,93,6.422504777334237,3.6616468565120432,11.26503161863431,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
ENBREL + PHTHALYLSULFATHIAZOLE,244,212,6.406776815058261,4.417694332731772,9.291450713065958,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
ADALIMUMAB + CIMZIA,259,225,6.399833299447678,4.462034978692327,9.179189866575795,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
DIAZEPAM + FENTANYL,251,218,6.388537101907357,4.429882531267576,9.213202836502392,HIGH_RISK_CLASS,['OPIOIDS'],OPIOIDS
CARBOPLATIN + PERPRAZOLE,114,99,6.3811449790675,3.707187615909537,10.983801054236148,HIGH_RISK_CLASS,['ANTINEOPLASTICS'],ANTINEOPLASTICS
SULFAMETHOXAZOLE / TRIMETHOPRIM + TRAMADOL HYDROCHLORIDE,114,99,6.3811449790675,3.707187615909537,10.983801054236148,HIGH_RISK_CLASS,['OPIOIDS'],OPIOIDS
CETIRIZINE HYDROCHLORIDE + INFLIXIMAB,182,158,6.365786867863684,4.143415681629703,9.780153757377049,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
CERTOLIZUMAB PEGOL + RITUXIMAB,144,125,6.361122773142452,3.925781087253746,10.307218368943175,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
APREMILAST + RITUXIMAB,144,125,6.361122773142452,3.925781087253746,10.307218368943175,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
METHOTREXATE + TOPIRAMATE,197,171,6.359754590940779,4.209697059910313,9.607930898916988,HIGH_RISK_CLASS,['ANTINEOPLASTICS'],ANTINEOPLASTICS
QUETIAPINE FUMARATE + TRAMADOL HYDROCHLORIDE,106,92,6.353430404527789,3.6208192312830745,11.148327305716943,HIGH_RISK_CLASS,['OPIOIDS'],OPIOIDS
AIMOVIG + OXYCODONE,204,177,6.339167855027896,4.228186993704856,9.504085120655397,HIGH_RISK_CLASS,['OPIOIDS'],OPIOIDS
DIAZEPAM + METHADONE,264,229,6.327549883797404,4.433407575739018,9.030951214827232,HIGH_RISK_CLASS,['OPIOIDS'],OPIOIDS
NAPROXEN + RITUXIMAB,362,314,6.327480895651086,4.66979612164734,8.573610804813,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
ENBREL + INFLIXIMAB,279,242,6.325474803706885,4.4753259912743975,8.940495412030737,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
ASCORBIC ACID + OXYCODONE HYDROCHLORIDE,113,98,6.316673875139689,3.668395384153601,10.876790712699682,HIGH_RISK_CLASS,['OPIOIDS'],OPIOIDS
EPCORITAMAB + VINCRISTINE,128,111,6.3130472588771696,3.789084585692601,10.518257059582533,HIGH_RISK_CLASS,['ANTINEOPLASTICS'],ANTINEOPLASTICS
CETIRIZINE + MYCOPHENOLATE MOFETIL,135,117,6.284684684684684,3.826132743874608,10.323024377327949,HIGH_RISK_CLASS,['IMMUNOSUPPRESSANTS'],IMMUNOSUPPRESSANTS
VALACYCLOVIR HYDROCHLORIDE + VINCRISTINE SULFATE,105,91,6.284356361829026,3.579993440000264,11.031622136843367,HIGH_RISK_CLASS,['ANTINEOPLASTICS'],ANTINEOPLASTICS
ACETAMINOPHEN + VANCOMYCIN,352,305,6.276768945556124,4.61674760391214,8.533676036895061,HIGH_RISK_CLASS,['NARROW_THERAPEUTIC_INDEX'],NARROW_THERAPEUTIC_INDEX
OXYCODONE HYDROCHLORIDE + PANTOPRAZOLE SODIUM,232,201,6.270147122976267,4.2955320348463975,9.15247392519409,HIGH_RISK_CLASS,['OPIOIDS'],OPIOIDS
HYDROXYCHLOROQUINE SULFATE + TRAMADOL HYDROCHLORIDE,119,103,6.224077563299911,3.6756225607311337,10.539477564385065,HIGH_RISK_CLASS,['OPIOIDS'],OPIOIDS
MYCOPHENOLATE MOFETIL + RAMIPRIL,148,128,6.188129302990257,3.862621528931774,9.913718955819308,HIGH_RISK_CLASS,['IMMUNOSUPPRESSANTS'],IMMUNOSUPPRESSANTS
INFLIXIMAB + SULFAMETHOXAZOLE / TRIMETHOPRIM,111,96,6.187732591620847,3.5908157515617254,10.662767815016554,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
ACTEMRA + DESOXIMETASONE,369,319,6.171150745455067,4.580167229612078,8.314784070964174,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
ACTEMRA + CORTISONE ACETATE,214,185,6.168827652798521,4.170489176195736,9.12469329188967,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
ASCORBIC ACID + MYCOPHENOLATE MOFETIL,162,140,6.153115513488512,3.92524569095928,9.645467698884415,HIGH_RISK_CLASS,['IMMUNOSUPPRESSANTS'],IMMUNOSUPPRESSANTS
AMLODIPINE + VANCOMYCIN,125,108,6.142380326063168,3.683183945144468,10.24353837112743,HIGH_RISK_CLASS,['NARROW_THERAPEUTIC_INDEX'],NARROW_THERAPEUTIC_INDEX
OXYCODONE + VITAMIN D2,147,127,6.139769870477465,3.8314751601057586,9.838710284469736,HIGH_RISK_CLASS,['OPIOIDS'],OPIOIDS
ADALIMUMAB + XELJANZ,205,177,6.112753894846818,4.103032673617009,9.10686391049997,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
ADALIMUMAB + RAMIPRIL,153,132,6.07767006863684,3.834837528251492,9.63223948630913,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
ACTEMRA + INFLIXIMAB,261,225,6.044257126603276,4.251412481163358,8.593154480860342,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
FOSAMAX + REMICADE,210,181,6.035389896004326,4.0778883805748505,8.932547386609986,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
LOVENOX + PANTOPRAZOLE,130,112,6.016036534772421,3.657181941336787,9.896334436806082,HIGH_RISK_CLASS,['ANTICOAGULANTS'],ANTICOAGULANTS
CYCLOPHOSPHAMIDE + VANCOMYCIN,259,223,5.9905017587024165,4.212685509651949,8.518583036591698,HIGH_RISK_CLASS,"['ANTINEOPLASTICS', 'NARROW_THERAPEUTIC_INDEX']","ANTINEOPLASTICS, NARROW_THERAPEUTIC_INDEX"
ADALIMUMAB + ARAVA,244,210,5.97296359081712,4.157398259918138,8.58139918929235,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
HYDROCORTISONE + VANCOMYCIN,143,123,5.946334451709108,3.70689897279692,9.538671992698994,HIGH_RISK_CLASS,['NARROW_THERAPEUTIC_INDEX'],NARROW_THERAPEUTIC_INDEX
CLOTRIMAZOLE + VANCOMYCIN,107,92,5.929853721868441,3.435677013442684,10.234712117924651,HIGH_RISK_CLASS,['NARROW_THERAPEUTIC_INDEX'],NARROW_THERAPEUTIC_INDEX
ASCORBIC ACID + INFLIXIMAB,114,98,5.921867121955416,3.4908515849449993,10.045832472894732,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
HUMIRA + VITAMIN D2,113,97,5.8614259002604605,3.4539021009119555,9.947101157028406,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
METHOTREXATE + SULFAMETHOXAZOLE,155,133,5.845361953545888,3.72294650286014,9.177745729548402,HIGH_RISK_CLASS,['ANTINEOPLASTICS'],ANTINEOPLASTICS
ACTEMRA + ERELZI,316,271,5.824488398456881,4.248367438595333,7.98534156804844,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
ADALIMUMAB + IBUPROFEN,161,138,5.801466845422023,3.730923810336232,9.021094846613272,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
OLANZAPINE + OXYCODONE,154,132,5.801397999784923,3.69404983618377,9.11092709747465,HIGH_RISK_CLASS,['OPIOIDS'],OPIOIDS
TRAMADOL HYDROCHLORIDE + TRIAMCINOLONE ACETONIDE,140,120,5.801260314433396,3.6134770894172705,9.313639024966722,HIGH_RISK_CLASS,['OPIOIDS'],OPIOIDS
CHOLECALCIFEROL + TRAMADOL HYDROCHLORIDE,126,108,5.801122636978199,3.522042825149901,9.554972929049663,HIGH_RISK_CLASS,['OPIOIDS'],OPIOIDS
ACTEMRA + ADALIMUMAB,264,226,5.7515731503100005,4.078787086658338,8.11039973416929,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
AZITHROMYCIN + VANCOMYCIN,250,214,5.748608963240405,4.038428650494428,8.183010738149852,HIGH_RISK_CLASS,['NARROW_THERAPEUTIC_INDEX'],NARROW_THERAPEUTIC_INDEX
CARBOPLATIN + SULFAMETHOXAZOLE / TRIMETHOPRIM,111,95,5.740544323427927,3.380008169008551,9.74963594212462,HIGH_RISK_CLASS,['ANTINEOPLASTICS'],ANTINEOPLASTICS
ALENDRONIC ACID + REMICADE,104,89,5.736447804609182,3.3193424154218527,9.913660387105136,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
FLUCONAZOLE + VANCOMYCIN,352,301,5.708500366528465,4.242395939963883,7.681267117876096,HIGH_RISK_CLASS,['NARROW_THERAPEUTIC_INDEX'],NARROW_THERAPEUTIC_INDEX
ALENDRONATE SODIUM + HUMIRA,186,159,5.694261750063465,3.7865769562216456,8.56304183253416,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
AZATHIOPRINE + CANDESARTAN,117,100,5.687280467915301,3.4008416398806394,9.510927748422333,HIGH_RISK_CLASS,['IMMUNOSUPPRESSANTS'],IMMUNOSUPPRESSANTS
FILGRASTIM + VANCOMYCIN,103,88,5.6719797817119435,3.280568201474713,9.806641004959776,HIGH_RISK_CLASS,['NARROW_THERAPEUTIC_INDEX'],NARROW_THERAPEUTIC_INDEX
OXYCODONE + TRAMADOL HYDROCHLORIDE,171,146,5.646841107826432,3.694473711581566,8.630949084054526,HIGH_RISK_CLASS,['OPIOIDS'],OPIOIDS
CALCIUM CARBONATE + INFLIXIMAB,123,105,5.6399399098009795,3.420702189497993,9.298945194300591,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
ALCOHOL + FENTANYL,273,233,5.633299669657754,4.027783602633818,7.878790992498915,HIGH_RISK_CLASS,['OPIOIDS'],OPIOIDS
ARAVA + INFLIXIMAB,191,163,5.629070887766613,3.769574529132351,8.405839655011388,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
CLOPIDOGREL + LANTUS,109,93,5.6196639019914265,3.306121249742438,9.552167021643806,HIGH_RISK_CLASS,['ANTIPLATELET'],ANTIPLATELET
PANTOPRAZOLE + VANCOMYCIN,155,132,5.549149589094043,3.5635560377421354,8.64110479420243,HIGH_RISK_CLASS,['NARROW_THERAPEUTIC_INDEX'],NARROW_THERAPEUTIC_INDEX
CORTISONE ACETATE + ENBREL,202,172,5.543978426522313,3.761768131966324,8.170545263691967,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
ALLOPURINOL + VINCRISTINE,121,103,5.532486042211623,3.3531487503522963,9.128256479540484,HIGH_RISK_CLASS,['ANTINEOPLASTICS'],ANTINEOPLASTICS
KARDEGIC + LOVENOX,141,120,5.524996167985938,3.475154726870459,8.78394922108951,HIGH_RISK_CLASS,['ANTICOAGULANTS'],ANTICOAGULANTS
ACTEMRA + FOSAMAX,295,251,5.516992104650112,4.004701428184374,7.600367325404103,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
ACTEMRA + DICLOFENAC DIETHYLAMMONIUM,134,114,5.511118280032403,3.426662045959461,8.863560015298525,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
SULFASALAZINE + TOCILIZUMAB,180,153,5.479305378307371,3.639412657267972,8.249349622058396,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
CYCLOSPORINE + VANCOMYCIN,140,119,5.478941440365014,3.4451875370584353,8.713255514844818,HIGH_RISK_CLASS,"['IMMUNOSUPPRESSANTS', 'NARROW_THERAPEUTIC_INDEX']","IMMUNOSUPPRESSANTS, NARROW_THERAPEUTIC_INDEX"
MICAFUNGIN + VANCOMYCIN,120,102,5.4787594935700605,3.319374226504936,9.04291096457347,HIGH_RISK_CLASS,['NARROW_THERAPEUTIC_INDEX'],NARROW_THERAPEUTIC_INDEX
HYDROMORPHONE + POLYETHYLENE GLYCOL,133,113,5.462762083187964,3.3955301896410948,8.788544913709146,HIGH_RISK_CLASS,['OPIOIDS'],OPIOIDS
ALLOPURINOL + HYDROMORPHONE,113,96,5.459737063710837,3.2597069633858102,9.144603836995191,HIGH_RISK_CLASS,['OPIOIDS'],OPIOIDS
CYCLOPHOSPHAMIDE + ONDANSETRON,511,434,5.452992738847438,4.279163207848683,6.948818814712141,HIGH_RISK_CLASS,['ANTINEOPLASTICS'],ANTINEOPLASTICS
ADALIMUMAB + CHOLECALCIFEROL,179,152,5.443479915682289,3.614887397546759,8.197066833270059,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
METHOTREXATE + PHTHALYLSULFATHIAZOLE,304,258,5.424357591648013,3.96369723629768,7.423285263218744,HIGH_RISK_CLASS,['ANTINEOPLASTICS'],ANTINEOPLASTICS
HYRIMOZ + RITUXIMAB,264,224,5.415587898547433,3.868305170844027,7.581767981478613,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
ENBREL + VITAMIN D2,112,95,5.40285189231251,3.2244275187420204,9.05302054414093,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
ENBREL + PSEUDOEPHEDRINE HYDROCHLORIDE,177,150,5.3718295041361594,3.5658387792613504,8.09250053292798,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
COSENTYX + INFLIXIMAB,281,238,5.352755379994015,3.868259859855919,7.406945550737138,HIGH_RISK_CLASS,['BIOLOGICS'],BIOLOGICS
FOLIC ACID + OXYCODONE,516,437,5.351693459890385,4.21121868949382,6.801029583214561,HIGH_RISK_CLASS,['OPIOIDS'],OPIOIDS
AMPHETAMINE + FENTANYL,222,188,5.346943383482949,3.710732732480504,7.704624829463459,HIGH_RISK_CLASS,['OPIOIDS'],OPIOIDS
