PAIR,N_EXPOSED,A_SERIOUS_EXPOSED,B_NONSERIOUS_EXPOSED,ROR,CI_LOWER,CI_UPPER,CHI2,P_VALUE,P_VALUE_RANK,P_VALUE_FDR,SIGNAL,PCT_SERIOUS,FLAG_HIGH_SERIOUS_RATE,CI_RATIO,FLAG_WIDE_CI,FLAG_SMALL_N_HIGH_ROR,FLAG_POSSIBLE_VETERINARY,FLAG_SAME_DRUG,QUALITY_FLAGS
ACETAMINOPHEN + TUMS,101,83,18,4.45800385287702,2.6779957218508983,7.421146415622566,38.42849801234549,5.679691995510639e-10,7264,1.7703531143165304e-08,True,82.17821782178217,False,2.7711569346695732,False,False,False,False,0
ACETAMINOPHEN + DOMPERIDONE,157,129,28,4.4545468976917295,2.9602414176715013,6.703165473356333,60.376467521512815,7.834400694741825e-15,3645,4.866527672159271e-13,True,82.16560509554141,False,2.2643982458123233,False,False,False,False,0
BISOPROLOL FUMARATE + POTASSIUM CHLORIDE,185,152,33,4.453690247679757,3.05657945294435,6.489396767740069,71.35226397255664,2.988148164109961e-17,2740,2.4683346626101754e-15,True,82.16216216216216,False,2.123091144085571,False,False,False,False,0
INFLIXIMAB + RAMIPRIL,185,152,33,4.453690247679757,3.05657945294435,6.489396767740069,71.35226397255664,2.988148164109961e-17,2741,2.4683346626101754e-15,True,82.16216216216216,False,2.123091144085571,False,False,False,False,0
MEROPENEM + TACROLIMUS,213,175,38,4.453108922608137,3.135522049339875,6.324362822065649,82.32902591468242,1.1521763974497821e-19,2049,1.2731746000867972e-17,True,82.15962441314554,False,2.0170047355900826,False,False,False,False,0
NAPROXEN + RAMIPRIL,241,198,43,4.452706886164189,3.2018348550669917,6.192261472423493,93.30667723150998,4.4787855496719565e-22,1575,6.43858835927381e-20,True,82.15767634854771,False,1.9339727852059792,False,False,False,False,0
ACETAMINOPHEN + ZOLPIDEM,241,198,43,4.452706886164189,3.2018348550669917,6.192261472423493,93.30667723150998,4.4787855496719565e-22,1574,6.43858835927381e-20,True,82.15767634854771,False,1.9339727852059792,False,False,False,False,0
LEVOFLOXACIN + METFORMIN,168,138,30,4.4477142973217765,2.9967738066069347,6.601153022289223,64.59962782891196,9.177269327606629e-16,3259,6.375879001589562e-14,True,82.14285714285714,False,2.202753176678125,False,False,False,False,0
AMIODARONE + FOLIC ACID,140,115,25,4.447524804526946,2.885825916809837,6.854355549190217,53.62464721043016,2.4269546864886866e-13,4396,1.2500141633425738e-11,True,82.14285714285714,False,2.375179843407681,False,False,False,False,0
DEVICE + ELIGARD,112,92,20,4.447335332560724,2.7420871010806915,7.213042777688544,42.65100876942827,6.543067661232301e-11,6211,2.3852331246512563e-09,True,82.14285714285714,False,2.630493675728168,False,False,False,False,0
LOSARTAN + TORSEMIDE,112,92,20,4.447335332560724,2.7420871010806915,7.213042777688544,42.65100876942827,6.543067661232301e-11,6210,2.3852331246512563e-09,True,82.14285714285714,False,2.630493675728168,False,False,False,False,0
OLANZAPINE + VENLAFAXINE HYDROCHLORIDE,151,124,27,4.44043647914002,2.9284772294494243,6.7330132968062895,57.84762919990433,2.8322813366954495e-14,3891,1.6481096779540229e-12,True,82.11920529801324,False,2.299151664591275,False,False,False,False,0
RISEDRONATE SODIUM + SULFASALAZINE,123,101,22,4.438619647534641,2.798767525013466,7.03929290282363,46.87364533057899,7.571406119546648e-12,5412,3.1664252507859486e-10,True,82.11382113821138,False,2.515140267961256,False,False,False,False,0
FLUDARABINE + VANCOMYCIN,123,101,22,4.438619647534641,2.798767525013466,7.03929290282363,46.87364533057899,7.571406119546648e-12,5414,3.1664252507859486e-10,True,82.11382113821138,False,2.515140267961256,False,False,False,False,0
DILTIAZEM HYDROCHLORIDE + FUROSEMIDE,123,101,22,4.438619647534641,2.798767525013466,7.03929290282363,46.87364533057899,7.571406119546648e-12,5413,3.1664252507859486e-10,True,82.11382113821138,False,2.515140267961256,False,False,False,False,0
HYDROXYZINE + QUETIAPINE,162,133,29,4.434335797301825,2.9673422489869075,6.626581065917071,62.07072465318004,3.313408229963237e-15,3460,2.16825220986074e-13,True,82.09876543209876,False,2.233170463629357,False,False,False,False,0
ORENCIA + TOCILIZUMAB,201,165,36,4.431819630261634,3.090207342956336,6.355892357819009,77.26978835361943,1.4912984066136069e-18,2350,1.436837457994211e-16,True,82.08955223880598,False,2.0567850802329857,False,False,False,False,0
ACETAMINOPHEN + SILDENAFIL CITRATE,134,110,24,4.431368589751249,2.849405182453807,6.8916234515033965,51.09640451346945,8.79392194902279e-13,4748,4.1935598564739725e-11,True,82.08955223880598,False,2.418618276523444,False,False,False,False,0
CIMZIA + SULFASALAZINE,385,316,69,4.429553560015993,3.413767596805753,5.747592413557849,149.06380724495483,2.7771115608753763e-34,420,1.497114393786383e-31,True,82.07792207792208,False,1.6836507613862894,False,False,False,False,0
RISPERIDONE + TRAZODONE,279,229,50,4.429120705233317,3.26159732563635,6.014571470038567,107.67295725887026,3.169985754662369e-25,1109,6.462865193103866e-23,True,82.07885304659499,False,1.8440570277525297,False,False,False,False,0
AMITRIPTYLINE + DIAZEPAM,173,142,31,4.429031602796683,3.0029660869655608,6.532315174559187,66.29393346335304,3.884523812187015e-16,3133,2.8072968800119998e-14,True,82.08092485549133,False,2.1752876940278623,False,False,False,False,0
LAMICTAL + PREDNISONE,106,87,19,4.426939445387663,2.6948898178952505,7.272205610407996,40.12372141044746,2.3837667915302723e-10,6846,7.881537812568651e-09,True,82.0754716981132,False,2.698516860361919,False,False,False,False,0
LINEZOLID + PIPERACILLIN / TAZOBACTAM,106,87,19,4.426939445387663,2.6948898178952505,7.272205610407996,40.12372141044746,2.3837667915302723e-10,6847,7.881537812568651e-09,True,82.0754716981132,False,2.698516860361919,False,False,False,False,0
CEFTRIAXONE + OMEPRAZOLE,106,87,19,4.426939445387663,2.6948898178952505,7.272205610407996,40.12372141044746,2.3837667915302723e-10,6848,7.881537812568651e-09,True,82.0754716981132,False,2.698516860361919,False,False,False,False,0
(-)-ARTERENOL + MEROPENEM,145,119,26,4.425244169023861,2.895033616566439,6.764268934018532,55.31928410281687,1.0245846712657353e-13,4187,5.540504173653681e-12,True,82.06896551724138,False,2.3365079062677947,False,False,False,False,0
MYCOPHENOLATE MOFETIL + VANCOMYCIN,223,183,40,4.423908351736599,3.1421156279337294,6.228594813818102,85.71712785903162,2.0760688233762075e-20,1894,2.481833953807783e-18,True,82.0627802690583,False,1.982293318057826,False,False,False,False,0
CALCIUM CARBONATE + METHOTREXATE,234,192,42,4.420528106556859,3.165631244671019,6.172882193323795,89.94096725960154,2.4537319721854465e-21,1715,3.2394698873369356e-19,True,82.05128205128204,False,1.9499688107119684,False,False,False,False,0
ATRACURIUM + PROPOFOL,117,96,21,4.419743452410821,2.7562913514410745,7.087107164819597,44.346169499042155,2.7514986019512492e-11,5897,1.0564504162397792e-09,True,82.05128205128204,False,2.5712474703061554,False,False,False,False,0
HYDROXYCHLOROQUINE SULFATE + PHTHALYLSULFATHIAZOLE,206,169,37,4.416606347228357,3.0944027060593284,6.303772805065475,78.96423932322665,6.3244443313578735e-19,2264,6.324947158204006e-17,True,82.03883495145631,False,2.037153339066597,False,False,False,False,0
DESOXIMETASONE + KORTISON,167,137,30,4.415473931572868,2.9742858009643536,6.554988775482919,63.76539856405064,1.4015375480773905e-15,3333,9.520951952012801e-14,True,82.03592814371258,False,2.203886651833389,False,False,False,False,0
FUROSEMIDE + INDAPAMIDE,128,105,23,4.413811471398801,2.810839530648694,6.9309298850495376,48.568761959122995,3.1890870500603127e-12,5121,1.409735868216626e-10,True,82.03125,False,2.4657863992150406,False,False,False,False,0
DULOXETINE HYDROCHLORIDE + OXYGEN,128,105,23,4.413811471398801,2.810839530648694,6.9309298850495376,48.568761959122995,3.1890870500603127e-12,5122,1.409735868216626e-10,True,82.03125,False,2.4657863992150406,False,False,False,False,0
ASCORBIC ACID + ORENCIA,178,146,32,4.411518290511685,3.0090403520111946,6.467674524374986,67.98863138752559,1.6444090643349383e-16,2996,1.2427363535667161e-14,True,82.02247191011236,False,2.1494143539989734,False,False,False,False,0
ACETAMINOPHEN + FLUDARABINE,139,114,25,4.4088401402241,2.8597564655179326,6.797037305947959,52.791491315374046,3.709045863463327e-13,4500,1.8657959260467444e-11,True,82.01438848920863,False,2.3767888587383412,False,False,False,False,0
CHOLECALCIFEROL + ENOXAPARIN SODIUM,139,114,25,4.4088401402241,2.8597564655179326,6.797037305947959,52.791491315374046,3.709045863463327e-13,4501,1.8657959260467444e-11,True,82.01438848920863,False,2.3767888587383412,False,False,False,False,0
FOLIC ACID + MYCOPHENOLATE MOFETIL,389,319,70,4.407746912779093,3.4029185488851357,5.7092852996668695,149.92205100228807,1.803007595530319e-34,414,9.860709511226659e-32,True,82.0051413881748,False,1.6777613738469719,False,False,False,False,0
CARBOPLATIN + RAMIPRIL,150,123,27,4.404615981834094,2.903975158938355,6.6807189750620575,57.01435228656632,4.3264294567497574e-14,3989,2.455706955974847e-12,True,82.0,False,2.300542742075114,False,False,False,False,0
HYDROXYZINE + VENLAFAXINE,161,132,29,4.400984409397624,2.944222642444831,6.578532306808683,61.237341036025086,5.0592814755169636e-15,3552,3.224070906624261e-13,True,81.98757763975155,False,2.234386833376835,False,False,False,False,0
METOCLOPRAMIDE + MORPHINE,161,132,29,4.400984409397624,2.944222642444831,6.578532306808683,61.237341036025086,5.0592814755169636e-15,3553,3.224070906624261e-13,True,81.98757763975155,False,2.234386833376835,False,False,False,False,0
DAPTOMYCIN + LINEZOLID,111,91,20,4.398984219681909,2.7109894547344817,7.13800716974966,41.81945199177595,1.0010256472336066e-10,6408,3.536988529889805e-09,True,81.98198198198197,False,2.6329896478512,False,False,False,False,0
SILDENAFIL CITRATE + TYVASO,172,141,31,4.397830729459368,2.981075474307303,6.487898509000773,65.46045470970854,5.92918609232117e-16,3200,4.1952326770349216e-14,True,81.97674418604652,False,2.1763617073493693,False,False,False,False,0
AMLODIPINE + DIAZEPAM,183,150,33,4.39506805303807,3.0149978859512387,6.406844688297822,69.6836911408809,6.961936419268811e-17,2849,5.532845630670429e-15,True,81.9672131147541,False,2.124991436362632,False,False,False,False,0
CIMZIA + PSEUDOEPHEDRINE HYDROCHLORIDE,183,150,33,4.39506805303807,3.0149978859512387,6.406844688297822,69.6836911408809,6.961936419268811e-17,2848,5.532845630670429e-15,True,81.9672131147541,False,2.124991436362632,False,False,False,False,0
FAMOTIDINE + LEVETIRACETAM,122,100,22,4.3946624170143656,2.769908334283065,6.972453752523672,46.041802640931685,1.1575648174698216e-11,5564,4.710523199890043e-10,True,81.9672131147541,False,2.5172146190636853,False,False,False,False,0
FUROSEMIDE + GLIMEPIRIDE,194,159,35,4.392629351491091,3.046368670546676,6.333833723453597,73.90704865525794,8.188339694599218e-18,2566,7.225204586795657e-16,True,81.95876288659794,False,2.079142220930528,False,False,False,False,0
ALLOPURINOL + METOCLOPRAMIDE,194,159,35,4.392629351491091,3.046368670546676,6.333833723453597,73.90704865525794,8.188339694599218e-18,2565,7.225204586795657e-16,True,81.95876288659794,False,2.079142220930528,False,False,False,False,0
DICLOFENAC + PSEUDOEPHEDRINE HYDROCHLORIDE,133,109,24,4.3910729277684055,2.82247106865078,6.83143280763466,50.26432058482255,1.3437054036702172e-12,4872,6.243363227748887e-11,True,81.95488721804512,False,2.420373014097989,False,False,False,False,0
FILGRASTIM + SULFAMETHOXAZOLE / TRIMETHOPRIM,133,109,24,4.3910729277684055,2.82247106865078,6.83143280763466,50.26432058482255,1.3437054036702172e-12,4873,6.243363227748887e-11,True,81.95488721804512,False,2.420373014097989,False,False,False,False,0
METHYLPREDNISOLONE + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,205,168,37,4.390462088855326,3.0755005568705287,6.26764879317411,78.13052593888567,9.645184127198657e-19,2302,9.486721545230519e-17,True,81.95121951219512,False,2.037928030665599,False,False,False,False,0
AMPHOTERICIN B + MICAFUNGIN,144,118,26,4.3880467572545125,2.869773824446032,6.709572085378099,54.48699335505775,1.564800908911175e-13,4285,8.268356877336065e-12,True,81.94444444444444,False,2.338014246357301,False,False,False,False,0
LORAZEPAM + RITUXIMAB,227,186,41,4.386782991063364,3.1280500201564583,6.152032380134476,86.57783583590124,1.3434437864028057e-20,1857,1.6380175295086189e-18,True,81.93832599118943,False,1.9667308196774822,False,False,False,False,0
KARDEGIC + LT4,166,136,30,4.383233719917824,2.9517986073876865,6.508824076052985,62.93277003136998,2.1388391201822955e-15,3383,1.4314858880089713e-13,True,81.92771084337349,False,2.205036637581868,False,False,False,False,0
LOPERAMIDE + PANTOPRAZOLE,293,240,53,4.379208358719635,3.2523064301998033,5.896574096156666,111.92256356557564,3.7154218073784904e-26,991,8.488782792966932e-24,True,81.91126279863481,False,1.813043826806447,False,False,False,False,0
LANSOPRAZOLE + MAGNESIUM OXIDE,199,163,36,4.378079677817504,3.051527285357475,6.281307644631861,75.60243625588686,3.4693321567236453e-18,2451,3.2048928937619516e-16,True,81.90954773869346,False,2.0584143798327625,False,False,False,False,0
ELIQUIS + SILDENAFILO,127,104,23,4.371764724950128,2.78297844132638,6.867579901628434,47.73785483914378,4.871930320840501e-12,5251,2.0991298180476964e-10,True,81.88976377952756,False,2.4677086245609994,False,False,False,False,0
ASPIRIN + PEMBROLIZUMAB,127,104,23,4.371764724950128,2.78297844132638,6.867579901628434,47.73785483914378,4.871930320840501e-12,5252,2.0991298180476964e-10,True,81.88976377952756,False,2.4677086245609994,False,False,False,False,0
MYCOPHENOLATE MOFETIL + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,127,104,23,4.371764724950128,2.78297844132638,6.867579901628434,47.73785483914378,4.871930320840501e-12,5250,2.0991298180476964e-10,True,81.88976377952756,False,2.4677086245609994,False,False,False,False,0
HYDROXYCHLOROQUINE SULFATE + METHYLPREDNISOLONE SODIUM SUCCINATE,127,104,23,4.371764724950128,2.78297844132638,6.867579901628434,47.73785483914378,4.871930320840501e-12,5253,2.0991298180476964e-10,True,81.88976377952756,False,2.4677086245609994,False,False,False,False,0
METRONIDAZOLE + POTASSIUM CHLORIDE,127,104,23,4.371764724950128,2.78297844132638,6.867579901628434,47.73785483914378,4.871930320840501e-12,5254,2.0991298180476964e-10,True,81.88976377952756,False,2.4677086245609994,False,False,False,False,0
PHENYTOIN + PROPOFOL,127,104,23,4.371764724950128,2.78297844132638,6.867579901628434,47.73785483914378,4.871930320840501e-12,5255,2.0991298180476964e-10,True,81.88976377952756,False,2.4677086245609994,False,False,False,False,0
APIXABAN + LORAZEPAM,160,131,29,4.367633180895548,2.921103918685183,6.5304830413038335,60.40562854448507,7.719193114087441e-15,3641,4.800231437806784e-13,True,81.875,False,2.235621608505892,False,False,False,False,0
METFORMIN HYDROCHLORIDE + PERPRAZOLE,160,131,29,4.367633180895548,2.921103918685183,6.5304830413038335,60.40562854448507,7.719193114087441e-15,3640,4.800231437806784e-13,True,81.875,False,2.235621608505892,False,False,False,False,0
POLYETHYLENE GLYCOL + PREGABALIN,171,140,31,4.366630005249056,2.95918562371519,6.443481426083239,64.62853881135065,9.043596448099437e-16,3258,6.284938675831116e-14,True,81.87134502923976,False,2.177450908940817,False,False,False,False,0
BACTRIM + FILGRASTIM,193,158,35,4.364992319912271,3.026569697735914,6.295297929912602,73.0747900758079,1.2482882096814436e-17,2626,1.0762944396788009e-15,True,81.86528497409327,False,2.0800108897614105,False,False,False,False,0
FENTANYL + KETAMINE,270,221,49,4.361551456702251,3.200508444225994,5.943784070865669,102.64079882187306,4.0177322569209855e-24,1256,7.242730112639616e-22,True,81.85185185185185,False,1.8571374437673462,False,False,False,False,0
LOPERAMIDE + POTASSIUM CHLORIDE,198,162,36,4.3512098942462805,3.0321880836827972,6.244014889996959,74.77078292347367,5.286631296036415e-18,2496,4.794967516245357e-16,True,81.81818181818183,False,2.059243924741364,False,False,False,False,0
FERRUM + POTASSIUM CHLORIDE,187,153,34,4.351137813848779,3.000558876549837,6.309624657948378,70.54762653069751,4.4928779721346196e-17,2793,3.642207105960531e-15,True,81.81818181818183,False,2.1028164810428374,False,False,False,False,0
ATORVASTATIN + CYCLOPHOSPHAMIDE,143,117,26,4.350849523263316,2.844515169111739,6.654874538774876,53.65658704558267,2.387817587298982e-13,4391,1.2312568491939439e-11,True,81.81818181818183,False,2.3395461592328237,False,False,False,False,0
FENTANYL + TRAZODONE,132,108,24,4.350777458367086,2.7955383158771956,6.771241297150837,49.434280822017634,2.0512961263906503e-12,4967,9.35072209271428e-11,True,81.81818181818183,False,2.422160075107441,False,False,False,False,0
CARVEDILOL + INSULIN,121,99,22,4.350705396570511,2.741050800462179,6.905613513093641,45.21219345500469,1.768008556565416e-11,5729,6.987414232159684e-10,True,81.81818181818183,False,2.5193307296345107,False,False,False,False,0
CELECOXIB + CERTOLIZUMAB PEGOL,110,90,20,4.35063333787339,2.6798938656359894,7.062970173306986,40.99035673555872,1.5298219074523016e-10,6605,5.24419707254406e-09,True,81.81818181818183,False,2.63554100551322,False,False,False,False,0
CETIRIZINE HYDROCHLORIDE + HYDROXYCHLOROQUINE,214,175,39,4.338915918232477,3.0664850632369594,6.139339001253241,80.69030528480315,2.6401424074675107e-19,2152,2.777768418280571e-17,True,81.77570093457945,False,2.0020769299859555,False,False,False,False,0
POSACONAZOLE + PREDNISONE,203,166,37,4.338173947008111,3.037697821231407,6.1954000371475,76.46704427282964,2.239187344300953e-18,2399,2.113348562409059e-16,True,81.77339901477832,False,2.0395050468305107,False,False,False,False,0
CETIRIZINE + NAPROXEN,192,157,35,4.33735542043216,3.006771318101531,6.256761839483857,72.24393669644613,1.9017411453301044e-17,2684,1.6042787877919209e-15,True,81.77083333333334,False,2.0808904893486755,False,False,False,False,0
CARVEDILOL + OXYGEN,115,94,21,4.327644781678661,2.6964259690778754,6.945679047437497,42.6874565487192,6.4222796368909e-11,6198,2.345732716285794e-09,True,81.73913043478261,False,2.575883457246476,False,False,False,False,0
