PAIR,ROR_H1,N_EXPOSED_H1,SIGNAL_H1,ROR_H2,N_EXPOSED_H2,SIGNAL_H2
ENALAPRIL + LEVOTHYROXINE SODIUM,3.3833453184988045,18,True,1.5708196161252252,21,False
ENALAPRIL + LORMETAZEPAM,10.633373628683918,12,True,3.866644050465981,10,False
ENALAPRIL + LOSARTAN,2.577756329549898,11,False,0.6766477136986956,17,False
ENALAPRIL + LT4,3.5768228407597658,47,True,2.7188803632610345,61,True
ENALAPRIL + METFORMIN,2.5589398997697046,62,True,1.1565495248562963,123,False
ENALAPRIL + METFORMIN HYDROCHLORIDE,4.511138240322874,17,True,1.2888713691293874,21,False
ENALAPRIL + METHOTREXATE,1.396280652352458,22,False,1.06331371124957,21,False
ENALAPRIL + METHYLPREDNISOLONE,2.1750069880951526,26,False,8.055815705518736,28,True
ENALAPRIL + METOPROLOL,3.314352063744628,31,True,1.6648307248943723,49,False
ENALAPRIL + METOPROLOL SUCCINATE,1.9333169285460023,15,False,2.8999964164128293,16,False
ENALAPRIL + MIRTAZAPINE,3.866644050465981,10,False,0.16110387774685347,14,False
ENALAPRIL + MYCOPHENOLATE MOFETIL,0.44613697596991153,19,False,1.3694320344665567,29,False
ENALAPRIL + NIFEDIPINE,2.8999827989048637,12,False,1.396280652352458,22,False
ENALAPRIL + OMEPRAZOLE,4.108629843072041,63,True,1.4128484494264726,96,False
ENALAPRIL + ONDANSETRON,2.9000372701079398,28,True,2.7389046834062003,23,True
ENALAPRIL + PANTOPRAZOLE,21.751795518729303,47,True,3.197597642523385,56,True
ENALAPRIL + PANTOPRAZOLE SODIUM,9.66668020459796,11,True,4.350056979852784,22,True
ENALAPRIL + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,8.699991399452431,10,True,4.3499849490417555,11,False
ENALAPRIL + POTASSIUM CHLORIDE,1.6916443690572889,11,False,14.500193515094177,16,True
ENALAPRIL + PREDNISOLONE,3.452458314760674,32,True,2.126683310835832,32,True
ENALAPRIL + PREDNISONE,1.6917022064533085,66,False,1.6667129417058912,79,False
ENALAPRIL + PREGABALIN,8.217088397407258,38,True,2.987980451264671,45,True
ENALAPRIL + QUETIAPINE,10.150255873625666,23,True,0.9666467580868651,14,False
ENALAPRIL + RISPERIDONE,10.633373628683918,12,True,3.866644050465981,10,False
ENALAPRIL + RITUXIMAB,3.8666714447828943,15,True,1.0545259077063414,23,False
ENALAPRIL + ROSUVASTATIN,2.2555943925069903,40,True,1.0333151152517472,60,False
ENALAPRIL + SERTRALINE,1.0874801112337487,17,False,1.5466566006722873,26,False
ENALAPRIL + SIMVASTATIN,4.833602916757258,48,True,1.8481339233836045,99,False
ENALAPRIL + SPIRONOLACTONE,2.047107900407667,53,True,1.111656683574608,86,False
ENALAPRIL + SULFAMETHOXAZOLE / TRIMETHOPRIM,2.9000100341159945,20,True,2.5133300204981674,18,False
ENALAPRIL + TACROLIMUS,0.8055347841217586,22,False,1.0356948318159294,29,False
ENALAPRIL + TAMSULOSIN,6.283371637989937,15,True,2.295846194644598,27,True
ENALAPRIL + TRAMADOL,4.511138240322874,17,True,2.0541683589363786,25,False
ENALAPRIL + VENLAFAXINE,2.255531399812063,10,False,2.126653702075609,16,False
ENALAPRIL + VITAMIN D NOS,2.07142549976041,22,False,3.8666988396233855,20,True
ENALAPRIL + VITAMIN D3,1.4499838738577315,20,False,1.7185115813353318,25,False
ENALAPRIL MALEATE + FUROSEMIDE,1.6916559357626986,22,False,1.8589884487290367,38,False
ENALAPRIL MALEATE + METFORMIN,1.6916443690572889,11,False,1.380933837399434,17,False
ENALAPRIL MALEATE + METFORMIN HYDROCHLORIDE,0.6444264471312999,15,False,1.1153664216578123,28,False
ENALAPRIL MALEATE + OMEPRAZOLE,4.511138240322874,17,True,1.9333258475821422,21,False
ENALAPRIL MALEATE + PREDNISONE,0.6444281460705922,10,False,2.255531399812063,10,False
ENALAPRIL MALEATE + SPIRONOLACTONE,1.2428374844627013,16,False,2.658323697488628,15,False
ENALAPRIL MALEATE + VITAMIN D3,1.6916443690572889,11,False,1.6916443690572889,11,False
ENBREL + ENTYVIO,40.60122417969926,21,True,8.055815705518736,28,True
ENBREL + ERELZI,5.55972531897555,162,True,3.812279427805334,173,True
ENBREL + ERENUMAB-AOOE,21.266799816520773,11,True,32.86734357455145,17,True
ENBREL + ETANERCEPT,2.4704017120971278,32,True,3.286786619615676,44,True
ENBREL + FISHOIL,1.3533180592154774,24,False,2.362987296543614,31,True
ENBREL + FLUCONAZOLE,0.41427322319329657,10,False,0.9666465190395077,20,False
ENBREL + FLUMETHASONE,40.60122417969926,21,True,52.20232224770642,27,True
ENBREL + FLUMETHASONE PIVALATE,31.42076163260235,67,True,14.019091995221027,93,True
ENBREL + FOLIC ACID,2.009003478985101,237,True,2.6209206944211894,282,True
ENBREL + FOSAMAX,5.118430113140175,107,True,6.499607826893675,139,True
ENBREL + FUROSEMIDE,0.44613697596991153,19,False,0.9062284983228692,31,False
ENBREL + GABAPENTIN,0.45488243627634845,25,False,0.3544203840322108,41,False
ENBREL + GLUCOSAMINA,29.000458702445457,15,True,54.13587092859071,28,True
ENBREL + GOLD,7.491997486596776,35,True,8.313918249933101,48,True
ENBREL + GOLD SODIUM THIOMALATE,81.20652259613662,42,True,98.61004071334365,51,True
ENBREL + GOLIMUMAB,18.046363750036836,59,True,30.453823436648793,65,True
ENBREL + HUMAN IMMUNOGLOBULIN G,2.0944365074435267,19,False,2.31999139939079,17,False
ENBREL + HUMIRA,1.4683897578787855,267,False,1.489807654384655,310,False
ENBREL + HYALURONIDASE,19.33340819012989,10,True,34.8007998681221,18,True
ENBREL + HYDROCHLOROTHIAZIDE,0.8699797887132148,19,False,3.6250215016771308,19,True
ENBREL + HYDROCORTISONE,10.634386379058233,60,True,70.57738809215462,74,True
ENBREL + HYDROCORTISONE ACETATE,36.73426540012614,19,True,54.13587092859071,28,True
ENBREL + HYDROCORTISONE SODIUM SUCCINATE,56.06942884857057,29,True,37.702664927320164,40,True
ENBREL + HYDROMORPHONE,8.699991399452431,10,True,4.833328157065486,12,True
ENBREL + HYDROMORPHONE HYDROCHLORIDE,2.126653702075609,16,False,1.7185115813353318,25,False
ENBREL + HYDROXYCHLOROQUINE,2.4706441468171,128,True,2.98330914710518,143,True
ENBREL + HYDROXYCHLOROQUINE SULFATE,1.976471350381194,137,False,2.3968769216921406,167,True
ENBREL + HYRIMOZ,1.9333213880427642,18,False,13.9219440163435,77,True
ENBREL + IBUPROFEN,4.350273090872601,55,True,3.770440779051347,98,True
ENBREL + IMURAN,1.5190308501750152,18,False,1.6110934587105041,16,False
ENBREL + INDOMETHACIN,10.633373628683918,12,True,0.6904586710096742,12,False
ENBREL + INFLIXIMAB,6.1992690317826815,126,True,5.646841107826432,171,True
ENBREL + IRBESARTAN,0.9666469174498664,10,False,9.66668020459796,11,True
ENBREL + ISOPROPYL ALCOHOL,57.04009050768408,60,True,119.8820237739681,62,True
ENBREL + IXEKIZUMAB,0.8055371070264209,11,False,4.833328157065486,12,True
ENBREL + KEVZARA,3.504270017536399,37,True,2.241015435622351,73,True
ENBREL + KORTISON,16.757177615571777,55,True,10.054256872185121,57,True
ENBREL + LAMICTAL,69.60459298866805,36,True,39.636324322774556,42,True
ENBREL + LANSOPRAZOLE,3.5444403565103273,14,False,10.150714976884206,46,True
ENBREL + LEFLUNOMIDE,1.8487220146054755,166,False,3.050835539582433,241,True
ENBREL + LEVOTHYROXINE SODIUM,6.122332173824405,22,True,4.350056979852784,22,True
ENBREL + LISINOPRIL,1.6111153584574487,40,False,2.0820819856845842,41,True
ENBREL + LORAZEPAM,29.000458702445457,15,True,5.4778499812854875,20,True
ENBREL + LOSARTAN,0.28998910612923573,13,False,0.6904586710096742,12,False
ENBREL + LT4,0.7595022852992732,25,False,4.142999468582364,37,True
ENBREL + LYRICA,5.8002279259455705,35,True,2.191164002328658,49,True
ENBREL + MAGNESIUM,5.8002279259455705,35,True,5.4135201966747815,33,True
ENBREL + MAGNESIUM CITRATE,29.000458702445457,15,True,34.8007998681221,18,True
ENBREL + MELOXICAM,1.2888713691293874,21,False,3.544507225082524,28,True
ENBREL + MESALAMINE,25.133610783278463,13,True,4.591737782152482,23,True
ENBREL + METFORMIN HYDROCHLORIDE,6.766820525317393,24,True,1.3291487089560796,19,False
ENBREL + METHOTREXATE,1.2474050687906868,355,False,1.390518762626276,395,False
ENBREL + METHOTREXATE SODIUM,0.6203465902834161,110,False,1.2000103815337233,130,False
ENBREL + METHYLPREDNISOLONE,3.222263898810306,26,True,1.8125219504153556,46,False
ENBREL + METHYLPREDNISOLONE SODIUM SUCCINATE,7.54045844204249,44,True,8.562853558841852,69,True
ENBREL + METOPROLOL,2.0944365074435267,19,False,5.075102851163257,25,True
ENBREL + MINOCICLINA,4.511138240322874,17,True,1.9333169285460023,15,False
ENBREL + MINOCYCLINE HYDROCHLORIDE,8.216795279164776,19,True,4.640115824857907,29,True
ENBREL + MORPHINE,2.255531399812063,10,False,2.4166690557419033,21,False
ENBREL + MORPHINE SULFATE,4.188904072716732,16,True,2.1481600051817007,29,False
ENBREL + MYCOPHENOLATE MOFETIL,9.667094326459717,33,True,14.501645055157733,64,True
ENBREL + MYOCHRYSINE,50.26878280585148,26,True,69.60459298866805,36,True
ENBREL + MYRBETRIQ,6.444575579696122,23,True,19.333822303239387,21,True
ENBREL + NAPROXEN,4.426939445387663,106,True,3.1868209290968776,116,True
ENBREL + NAPROXEN SODIUM,117.94816092668079,61,True,65.74253498646418,69,True
ENBREL + NEOMYCIN,23.20020068088156,12,True,29.000458702445457,15,True
ENBREL + NIACINAMIDE,27.06703012377769,14,True,32.86734357455145,17,True
ENBREL + NUCALA,50.26878280585148,26,True,34.802210483310276,37,True
ENBREL + OMEPRAZOLE,1.4499838738577315,20,False,1.4871729937179434,33,False
ENBREL + ONDANSETRON,0.24165820562131946,10,False,1.2888686086338141,14,False
ENBREL + ORENCIA,1.7724100245499834,187,False,1.9699215986654686,243,False
ENBREL + OTEZLA,2.0300627172705443,62,True,2.7683925587845075,85,True
ENBREL + OXYCODONE,36.25559123752724,77,True,6.422504777334237,107,True
ENBREL + OXYCODONE HYDROCHLORIDE,12.567133583874273,28,True,6.380296449203687,38,True
ENBREL + OXYCODONE TEREPHTHALATE,23.685514815859015,51,True,5.413815464087487,66,True
ENBREL + PANTOPRAZOLE,2.4771784343895296,57,True,2.4540262936902533,92,True
ENBREL + PANTOPRAZOLE SODIUM,6.230229632302129,67,True,3.8670824223743474,90,True
ENBREL + PERIOGARD,43.50369855355018,46,True,22.235221877904436,48,True
ENBREL + PHENYLEPHRINE HYDROCHLORIDE,10.311616553778277,35,True,3.141736807777122,34,True
ENBREL + PHTHALYLSULFATHIAZOLE,5.938991099867657,100,True,3.569748673944463,122,True
ENBREL + PLAQUENIL,0.5272350659496681,68,False,1.6359315346516183,70,False
ENBREL + PREDNISOLONE,4.51125568119827,34,True,6.6290842328057495,55,True
ENBREL + PREDNISONE,1.6561210315721528,293,False,1.8553530728163952,324,False
ENBREL + PREGABALIN,5.8002279259455705,35,True,2.5282786538015865,47,True
ENBREL + PSEUDOEPHEDRINE,71.53822482379644,37,True,50.27178133250505,53,True
ENBREL + PSEUDOEPHEDRINE HYDROCHLORIDE,19.980189156362623,65,True,4.549606943112484,97,True
ENBREL + QUETIAPINE,5.800021501523025,14,True,13.050516055045872,29,True
ENBREL + QUETIAPINE FUMARATE,13.856598907960294,46,True,6.445095935666436,69,True
ENBREL + RAMIPRIL,27.06961252571494,58,True,25.78199807092036,83,True
ENBREL + RANITIDINA,1.0545259077063414,23,False,0.5370207563206785,14,False
ENBREL + RANITIDINE HYDROCHLORIDE,1.73998107879535,14,False,1.2566494813342444,23,False
ENBREL + REMICADE,2.1358739540796425,138,True,2.376135355696786,204,True
ENBREL + RINVOQ,0.543729304932414,25,False,1.45,45,False
ENBREL + RISEDRONATE SODIUM,1.5708196161252252,21,False,3.11489898386577,38,True
ENBREL + RITUXAN,1.2888713691293874,21,False,1.104741791360088,15,False
ENBREL + RITUXIMAB,2.0430054769846038,165,True,3.164503809579059,235,True
ENBREL + ROSUVASTATIN,0.604149843997114,13,False,1.9333213880427642,18,False
ENBREL + SECUKINUMAB,0.5370207563206785,14,False,5.155611194596218,19,True
ENBREL + SIMPONI,2.1231338344525934,163,True,2.4356569609009533,183,True
ENBREL + SINGULAIR,0.26362580857019247,14,False,0.5799823690038487,16,False
ENBREL + SIRUKUMAB,32.86734357455145,17,True,42.534717427400764,22,True
ENBREL + SPIRONOLACTONE,9.66668020459796,11,True,5.155611194596218,19,True
ENBREL + STELARA,6.015365382466027,65,True,3.8187888881455074,99,True
ENBREL + SULFAMETHOXAZOLE,69.60459298866805,36,True,119.8820237739681,62,True
ENBREL + SULFAMETHOXAZOLE / TRIMETHOPRIM,42.53684806579013,45,True,27.06961252571494,58,True
ENBREL + SULFASALAZINE,2.6896546734643065,208,True,2.41719385206624,238,True
ENBREL + SULFISOMIDINE,25.133610783278463,13,True,21.266799816520773,11,True
ENBREL + SYNTHROID,0.5272553959904795,17,False,1.9333169285460023,15,False
ENBREL + TALTZ,0.8285523846383035,13,False,0.5204943821050658,20,False
ENBREL + TOCILIZUMAB,3.2022980809205466,69,True,9.063763404633558,83,True
ENBREL + TOFACITINIB,5.662248081965389,48,True,5.8002279259455705,35,True
ENBREL + TOFACITINIB CITRATE,3.3834648980293967,45,True,13.776464052756074,61,True
ENBREL + TOPICORT,12.566774333809553,14,True,19.333822303239387,21,True
ENBREL + TOPIRAMATE,65.73735703722109,34,True,8.458787677516773,39,True
ENBREL + TRAMADOL,0.9666466784047933,16,False,1.7185115813353318,25,False
ENBREL + TRAMADOL HYDROCHLORIDE,10.956144940624803,37,True,4.833557120740076,42,True
ENBREL + TRIAMCINOLONE,7.250078839482813,17,True,30.93389651934797,16,True
ENBREL + TRIAMCINOLONE ACETONIDE,6.2836998384892535,45,True,13.534320085056565,45,True
ENBREL + TUMS,25.133610783278463,13,True,40.60122417969926,21,True
ENBREL + TYLENOL,1.066650409310522,61,False,0.8592312970948992,68,False
ENBREL + TYLENOL WITH CODEINE,25.133610783278463,13,True,1.933312469091856,12,False
ENBREL + USTEKINUMAB,9.18352095716825,21,True,63.80375292077008,33,True
ENBREL + VENLAFAXINE,1.6916443690572889,11,False,4.188904072716732,16,True
ENBREL + VENLAFAXINE HYDROCHLORIDE,3.8666988396233855,20,True,1.9333392264559797,30,False
ENBREL + VITAMIN D NOS,0.3561224541117714,26,False,1.0874801112337487,17,False
ENBREL + VITAMIN D2,3.452458314760674,32,True,3.569453963209384,61,True
ENBREL + VITAMIN D3,1.3181782344405357,52,False,2.470482514788807,64,True
ENBREL + VITAMINS,0.5204943821050658,20,False,0.6444281460705922,10,False
ENBREL + VOLTARENE,2.4857284154891,25,True,2.9000781255599595,40,True
ENBREL + XELJANZ,2.1186725764141165,150,True,2.8634487756426035,206,True
ENBREL + XELJANZ XR,0.6766477136986956,17,False,0.9666468377685562,12,False
ENBREL + ZINCUM METALLICUM,4.833328157065486,12,True,5.155611194596218,19,True
ENBREL + ZOPICLONE,3.5445740971694613,42,True,1.4730225475288847,53,False
ENCORAFENIB + FLUOROURACIL,0.3222109142569552,12,False,0.7249776025801827,28,False
ENCORAFENIB + FOLINIC ACID,0.24165820562131946,10,False,0.8787673909025536,21,False
ENDOCET + HYDROCODONE BITARTRATE AND ACETAMINOPHEN,0.12716958446807813,86,False,0.2761780305732162,18,False
ENDOCET + HYDROMORPHONE,0.3624881744166045,11,False,0.056859353661528826,18,False
ENDOCET + MORPHINE SULFATE,0.16728643903149013,61,False,0.1546554924590822,29,False
ENDOCET + OPANA,0.2666473127348514,37,False,0.24165820562131946,10,False
ENDOCET + OXYMORPHONE HYDROCHLORIDE,0.13061763092820328,42,False,0.09666257352133134,11,False
ENDOCET + PERCOCET,0.14057039524737955,126,False,0.21968325094116456,27,False
ENDOCET + PROPRANOLOL,0.04393731986203802,11,False,0.021012877588898717,23,False
ENDOCET + TRAMADOL HYDROCHLORIDE,0.11205808084086841,77,False,0.14499096955449803,23,False
ENFORTUMAB VEDOTIN + GEMCITABINA,2.255531399812063,10,False,0.5523656171962481,11,False
ENFORTUMAB VEDOTIN + KEYTRUDA,0.6151134552769687,72,False,1.2083414969822375,117,False
ENFORTUMAB VEDOTIN + PEMBROLIZUMAB,1.1738001434192837,62,False,0.69396225834817,134,False
ENFORTUMAB VEDOTIN-EJFV + PEMBROLIZUMAB,5.800021501523025,14,True,2.987980451264671,45,True
ENFUVIRTIDE + KALETRA,2.31999139939079,17,False,5.316900567190852,39,True
ENFUVIRTIDE + LAMIVUDINE,2.2095258118011727,23,False,5.109784801269689,44,True
ENFUVIRTIDE + LOPINAVIR / RITONAVIR,4.833328157065486,12,True,7.7334359045418815,18,True
ENFUVIRTIDE + QUETIAPINE FUMARATE,2.4166521332992494,14,False,4.350056979852784,22,True
ENFUVIRTIDE + RALTEGRAVIR,1.6110934587105041,16,False,2.126653702075609,16,False
ENFUVIRTIDE + RALTEGRAVIR POTASSIUM,4.3499849490417555,11,False,4.511138240322874,17,True
ENFUVIRTIDE + RISPERIDONE,23.20020068088156,12,True,54.13587092859071,28,True
ENFUVIRTIDE + SERTRALINE HYDROCHLORIDE,2.1749817238364177,13,False,2.658323697488628,15,False
ENFUVIRTIDE + SUSTIVA,2.126653702075609,16,False,3.4800369831497315,23,True
ENFUVIRTIDE + VALPROIC ACID,1.546646152817031,13,False,2.5133300204981674,18,False
ENFUVIRTIDE + ZOPICLONE,2.5133300204981674,18,False,2.7066695654043618,19,False
ENHERTU + PACLITAXEL,0.6904586710096742,12,False,0.5799793586858363,24,False
ENHERTU + PERTUZUMAB,0.5370207563206785,14,False,0.3515019178340431,15,False
ENHERTU + TRASTUZUMAB,0.4393784469731357,16,False,0.03221926517688918,31,False
ENHERTU + XGEVA,0.7518326511326655,16,False,0.6444281460705922,10,False
ENOXAPARIN + ENOXAPARIN SODIUM,23.20020068088156,12,True,10.633373628683918,12,True
ENOXAPARIN + ERYTHROPOIETIN,8.699991399452431,10,True,3.866644050465981,10,False
ENOXAPARIN + FAMOTIDINE,3.2866937429820577,22,True,3.314352063744628,31,True
ENOXAPARIN + FENTANYL,10.634133171502091,48,True,1.5615353740738984,34,False
ENOXAPARIN + FERRUM,0.9666469174498664,10,False,5.558472539444386,27,True
ENOXAPARIN + FILGRASTIM,1.6110934587105041,16,False,27.067868568111066,29,True
ENOXAPARIN + FLUCONAZOLE,2.9000236520143634,24,True,6.283535733142839,30,True
ENOXAPARIN + FOLIC ACID,2.320067088598522,51,True,1.5525641376516097,86,False
ENOXAPARIN + FUROSEMIDE,4.1892012217218,64,True,2.7984259016602895,74,True
ENOXAPARIN + GABAPENTIN,2.6583672786783414,30,True,1.9333347667887493,27,False
ENOXAPARIN + HALOPERIDOL,10.633373628683918,12,True,1.6916443690572889,11,False
ENOXAPARIN + HEPARIN,1.7399969897436265,28,False,1.8527875466276762,35,False
ENOXAPARIN + HEPARIN SODIUM,4.3499849490417555,11,False,9.66668020459796,11,True
ENOXAPARIN + HYDROCORTISONE,2.3795450097083095,45,True,4.108377332345844,21,True
ENOXAPARIN + HYDROMORPHONE,6.766820525317393,24,True,1.2888741296777209,28,False
ENOXAPARIN + HYDROXYCHLOROQUINE,2.5133770227039784,36,True,0.604149843997114,13,False
ENOXAPARIN + IBUPROFEN,10.311616553778277,35,True,3.141670290080129,17,True
ENOXAPARIN + INSULIN,29.968212138877472,32,True,1.6433265642544854,27,False
ENOXAPARIN + IPRATROPIUM,1.3533121506044246,12,False,2.255531399812063,10,False
ENOXAPARIN + LACTULOSE,5.800090307691205,21,True,3.141670290080129,17,True
ENOXAPARIN + LANSOPRAZOLE,2.1481600051817007,29,False,1.872943823526601,47,False
ENOXAPARIN + LENALIDOMIDE,1.669693943506084,30,False,2.2555523966747337,20,False
ENOXAPARIN + LEVETIRACETAM,2.7066695654043618,19,False,5.800021501523025,14,True
ENOXAPARIN + LEVOFLOXACIN,5.800090307691205,21,True,12.567133583874273,28,True
ENOXAPARIN + LEVOTHYROXINE SODIUM,1.4499774237244405,10,False,21.266799816520773,11,True
ENOXAPARIN + LINEZOLID,1.2888686086338141,14,False,1.4499774237244405,10,False
ENOXAPARIN + LOPERAMIDE,4.188904072716732,16,True,5.8002279259455705,35,True
ENOXAPARIN + LORAZEPAM,2.9000100341159945,20,True,2.0139091301487793,37,True
ENOXAPARIN + LOSARTAN,8.699991399452431,10,True,1.2888686086338141,14,False
ENOXAPARIN + LT4,2.6100516055045873,37,True,2.416685978588852,28,True
ENOXAPARIN + MAGNESIUM,11.600071671743414,13,True,4.108377332345844,21,True
ENOXAPARIN + MAGNESIUM SULFATE,4.108377332345844,21,True,5.800021501523025,14,True
ENOXAPARIN + MELATONINA,2.7389046834062003,23,True,17.400356930398573,19,True
ENOXAPARIN + MEROPENEM,2.295846194644598,27,True,6.283535733142839,30,True
ENOXAPARIN + METFORMIN,3.222263898810306,26,True,2.8122034575666714,43,True
ENOXAPARIN + METHOTREXATE,5.558472539444386,27,True,5.800021501523025,14,True
ENOXAPARIN + METHYLPREDNISOLONE,6.214721922428676,52,True,3.8667810272864758,35,True
ENOXAPARIN + METOCLOPRAMIDE,25.13432928533714,27,True,1.8527875466276762,35,False
ENOXAPARIN + METOPROLOL,2.9000372701079398,28,True,1.9333347667887493,27,False
ENOXAPARIN + METRONIDAZOLE,2.1481600051817007,29,False,21.267306153166174,23,True
ENOXAPARIN + MIDAZOLAM,3.59056522568651,33,True,2.658323697488628,15,False
ENOXAPARIN + MORPHINE,5.155611194596218,19,True,2.9000236520143634,24,True
ENOXAPARIN + MOVICOL,9.66668020459796,11,True,2.577756329549898,11,False
ENOXAPARIN + MYCOPHENOLATE MOFETIL,0.7249776025801827,28,False,0.9666465987223409,18,False
ENOXAPARIN + NICOTINE,0.9666469174498664,10,False,10.633373628683918,12,True
ENOXAPARIN + OLANZAPINE,5.316673674553725,13,True,9.18352095716825,21,True
ENOXAPARIN + OMEPRAZOLE,3.157967177811015,64,True,2.1970687070785746,72,True
ENOXAPARIN + ONDANSETRON,11.600983420899844,52,True,3.0383558155641275,87,True
ENOXAPARIN + OXYCODONE,2.416685978588852,28,True,3.5444403565103273,14,False
ENOXAPARIN + OXYGEN,2.1749817238364177,13,False,8.700156963368046,20,True
ENOXAPARIN + PANTOPRAZOLE,5.712738680838327,76,True,2.733618228101753,111,True
ENOXAPARIN + PANTOPRAZOLE SODIUM,1.2083141214161313,18,False,1.1153664216578123,28,False
ENOXAPARIN + PIPERACILLIN / TAZOBACTAM,12.083753422432041,27,True,2.31999139939079,17,False
ENOXAPARIN + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,3.866753630875161,30,True,5.316787117890889,26,True
ENOXAPARIN + POLYETHYLENE GLYCOL,4.8335113258170335,36,True,3.190108803165183,43,True
ENOXAPARIN + POTASSIUM CHLORIDE,3.061143390480559,25,True,4.108377332345844,21,True
ENOXAPARIN + PREDNISOLONE,1.2428479275884665,48,False,1.8689116761197573,44,False
ENOXAPARIN + PREDNISONE,2.368446114809169,69,True,1.8667452557174729,85,False
ENOXAPARIN + PREGABALIN,6.122332173824405,22,True,1.7102612007501103,36,False
ENOXAPARIN + PROPOFOL,5.075102851163257,25,True,1.79522685526164,20,False
ENOXAPARIN + QUETIAPINE,3.8666714447828943,15,True,2.4166521332992494,14,False
ENOXAPARIN + RAMIPRIL,1.4499870989937216,25,False,1.4939295480065244,28,False
ENOXAPARIN + REMDESIVIR,1.933312469091856,12,False,1.546646152817031,13,False
ENOXAPARIN + RITUXIMAB,0.869976993040574,38,False,1.6571473623530304,38,False
ENOXAPARIN + RIVAROXABAN,1.380933837399434,17,False,1.1277594748506632,26,False
ENOXAPARIN + ROSUVASTATIN,4.350056979852784,22,True,3.6250215016771308,19,True
ENOXAPARIN + SENNOSIDES,2.1749817238364177,13,False,3.705630043036031,29,True
ENOXAPARIN + SERTRALINE,2.9000100341159945,20,True,23.20020068088156,12,True
ENOXAPARIN + SODIUM BICARBONATE,1.6916443690572889,11,False,4.833328157065486,12,True
ENOXAPARIN + SODIUM CHLORIDE,2.6583672786783414,30,True,8.70032253440367,30,True
ENOXAPARIN + SPIRONOLACTONE,7.250078839482813,17,True,1.836667877143021,29,False
ENOXAPARIN + SULFAMETHOXAZOLE / TRIMETHOPRIM,3.38342503685263,36,True,3.0208935593771056,33,True
ENOXAPARIN + TACROLIMUS,1.2566494813342444,23,False,0.9097822605680644,33,False
ENOXAPARIN + TAMSULOSIN,13.53348161491544,15,True,23.20020068088156,12,True
ENOXAPARIN + TEDUGLUTIDE,4.833328157065486,12,True,7.411315035852741,26,True
ENOXAPARIN + TORSEMIDE,19.33340819012989,10,True,2.255531399812063,10,False
ENOXAPARIN + TRAMADOL,1.2566494813342444,23,False,1.9333169285460023,15,False
ENOXAPARIN + TYLENOL,3.866644050465981,10,False,0.6766477136986956,17,False
ENOXAPARIN + URSADIOL 300 MG ORAL CAPSULE [URSODIOL],2.1749817238364177,13,False,6.283371637989937,15,True
ENOXAPARIN + VALACICLOVIR,8.699991399452431,10,True,4.108377332345844,21,True
ENOXAPARIN + VANCOMYCIN,3.9742574231141905,46,True,10.150714976884206,46,True
ENOXAPARIN + VENETOCLAX,1.933312469091856,12,False,1.1277573383025148,13,False
ENOXAPARIN + VINCRISTINE,2.255531399812063,10,False,1.4499806487679716,15,False
ENOXAPARIN + VITAMIN D NOS,2.255531399812063,10,False,34.8007998681221,18,True
ENOXAPARIN + VITAMIN D3,1.1277573383025148,13,False,1.2083141214161313,18,False
ENOXAPARIN + VORICONAZOLE,3.866644050465981,10,False,0.8055371070264209,11,False
ENOXAPARIN + WARFARIN,3.8667262349874694,25,True,1.825922917446438,26,False
ENOXAPARIN SODIUM + ESCITALOPRAM,3.3833851770091217,27,True,1.6916443690572889,11,False
ENOXAPARIN SODIUM + ETOPOSIDE,9.66668020459796,11,True,3.866644050465981,10,False
ENOXAPARIN SODIUM + EZETIMIBE,1.4060479801297967,27,False,1.2428374844627013,16,False
ENOXAPARIN SODIUM + FAMOTIDINE,6.766820525317393,24,True,1.546646152817031,13,False
ENOXAPARIN SODIUM + FENTANYL,2.6583672786783414,30,True,0.73648312040365,37,False
ENOXAPARIN SODIUM + FERRUM,0.9666468377685562,12,False,0.8458138229251279,15,False
ENOXAPARIN SODIUM + FILGRASTIM,1.933312469091856,12,False,2.900050888396729,32,True
ENOXAPARIN SODIUM + FLUCONAZOLE,1.0410061731718885,27,False,1.6358981097504386,35,False
ENOXAPARIN SODIUM + FLUOROURACIL,4.591737782152482,23,True,1.73998107879535,14,False
ENOXAPARIN SODIUM + FOLIC ACID,2.4167875241615437,70,True,3.0684152480692037,96,True
ENOXAPARIN SODIUM + FUROSEMIDE,2.563944705320889,84,True,1.2620411961155975,83,False
ENOXAPARIN SODIUM + GABAPENTIN,2.3476267837091593,24,False,2.7389046834062003,23,True
ENOXAPARIN SODIUM + GENTAMICIN,2.255531399812063,10,False,2.255531399812063,10,False
ENOXAPARIN SODIUM + HEPARIN,2.3200292429096696,34,True,3.314352063744628,31,True
ENOXAPARIN SODIUM + HUMAN IMMUNOGLOBULIN G,1.5190308501750152,18,False,2.577756329549898,11,False
ENOXAPARIN SODIUM + HYDROCORTISONE,7.008609320572059,33,True,2.7066695654043618,19,False
ENOXAPARIN SODIUM + IBUPROFEN,3.8667810272864758,35,True,2.5133300204981674,18,False
ENOXAPARIN SODIUM + INSULIN,7.733564600788889,27,True,1.0410061731718885,27,False
ENOXAPARIN SODIUM + IPRATROPIUM BROMIDE,2.8999827989048637,12,False,0.5204943821050658,20,False
