PAIR,ROR_H1,N_EXPOSED_H1,SIGNAL_H1,ROR_H2,N_EXPOSED_H2,SIGNAL_H2
ADVAIR HFA + TRELEGY ELLIPTA,1.5466566006722873,26,False,1.2640879845481225,30,False
ADVAIR HFA + TYLENOL,1.0382534709557487,56,False,0.8825792458033965,88,False
ADVAIR HFA + TYVASO,1.0874801112337487,17,False,4.3499849490417555,11,False
ADVAIR HFA + TYVASO DPI,21.266799816520773,11,True,9.66668020459796,11,True
ADVAIR HFA + VALSARTAN,17.400356930398573,19,True,11.600679487087595,39,True
ADVAIR HFA + VEDOLIZUMAB,0.5948521435251539,21,False,0.3093139407375908,33,False
ADVAIR HFA + VENLAFAXINE HYDROCHLORIDE,0.41426902524754555,20,False,0.5799793586858363,24,False
ADVAIR HFA + VENTOLIN,0.9568731046380399,197,False,0.9395881691626922,282,False
ADVAIR HFA + VENTOLIN HFA,0.9666466784047933,16,False,0.7391927887373348,30,False
ADVAIR HFA + VITAMIN B COMPLEX,2.8999827989048637,12,False,0.6766477136986956,17,False
ADVAIR HFA + VITAMIN D NOS,1.322800587828549,45,False,0.9469137321267844,97,False
ADVAIR HFA + VITAMIN D2,0.33959182028877966,100,False,0.25624581167858945,167,False
ADVAIR HFA + VITAMIN D3,1.3767824225916643,80,False,1.0525776764727588,94,False
ADVAIR HFA + VITAMINS,1.5880957614264826,37,False,0.7144668545389011,40,False
ADVAIR HFA + VITAMINS NOS,3.141670290080129,17,True,0.6444264471312999,15,False
ADVAIR HFA + WELLBUTRIN,0.6444264471312999,15,False,0.42026759192714114,33,False
ADVAIR HFA + WIXELA INHUB,1.3533121506044246,12,False,0.19332560889663988,12,False
ADVAIR HFA + XARELTO,2.255531399812063,10,False,1.4499806487679716,15,False
ADVAIR HFA + XOLAIR,0.4741716824666074,79,False,0.5117229661359957,78,False
ADVAIR HFA + ZENHALE,1.06331371124957,21,False,0.8551031254847159,49,False
ADVAIR HFA + ZOFRAN,1.3533121506044246,12,False,1.2083141214161313,18,False
ADVAIR HFA + ZOPICLONE,0.3717799251171446,18,False,0.39802118085516014,24,False
ADVAIR HFA + ZYRTEC,1.8044621347687344,43,False,0.6105029281679382,31,False
ADVATE + HEMLIBRA,2.761933658683761,27,True,1.2640879845481225,30,False
ADVIL + ALBUTEROL,2.8999827989048637,12,False,2.658323697488628,15,False
ADVIL + ALBUTEROL SULFATE,0.8787673909025536,21,False,1.657128522794174,19,False
ADVIL + ALENDRONIC ACID,29.000458702445457,15,True,21.266799816520773,11,True
ADVIL + ALEVE,1.933312469091856,12,False,0.5638703075477408,19,False
ADVIL + AMITRIPTYLINE,0.3222092950103882,16,False,0.18286555703775828,44,False
ADVIL + AMLODIPINE,1.1277573383025148,13,False,1.9333169285460023,15,False
ADVIL + AMLODIPINE BESYLATE,0.41427322319329657,10,False,0.9666468377685562,12,False
ADVIL + AMOXICILLIN,0.6444281460705922,10,False,2.1749817238364177,13,False
ADVIL + ARAVA,0.9666468377685562,12,False,1.1814625991191299,20,False
ADVIL + ASCORBIC ACID,0.48331378306126205,24,False,1.705898795989414,47,False
ADVIL + ASPIRIN,0.8405552651120941,43,False,1.4016664357150024,49,False
ADVIL + BACLOFEN,0.4833187205404902,12,False,1.6916443690572889,11,False
ADVIL + BENADRYL,0.5272553959904795,17,False,0.7733135202673809,18,False
ADVIL + BOTOX,0.4393784469731357,16,False,0.10449385510484505,41,False
ADVIL + CALCIUM,0.5523656171962481,11,False,1.2888713691293874,21,False
ADVIL + CELEBREX,0.6444264471312999,15,False,0.17574224256801824,39,False
ADVIL + CELECOXIB,0.451092901396786,22,False,0.9062284983228692,31,False
ADVIL + CERTOLIZUMAB PEGOL,0.28998910612923573,13,False,0.32220767575608444,20,False
ADVIL + CETIRIZINE HYDROCHLORIDE,0.5523613395389093,22,False,1.0410061731718885,27,False
ADVIL + CHOLECALCIFEROL,8.699991399452431,10,True,3.8667262349874694,25,True
ADVIL + CODEINE,0.3222109142569552,12,False,0.5316437158365506,31,False
ADVIL + COSENTYX,38.66774017062979,20,True,7.7334359045418815,18,True
ADVIL + CRESTOR,0.5523656171962481,11,False,0.24165820562131946,10,False
ADVIL + CYANOCOBALAMIN,1.3291487089560796,19,False,1.4871729937179434,33,False
ADVIL + DEXAMETHASONE,0.26362580857019247,14,False,6.766724083971016,16,True
ADVIL + DICLOFENAC,1.4939295480065244,28,False,0.9666458018768754,38,False
ADVIL + DICLOFENAC POTASSIUM,15.466910034378875,17,True,2.7066695654043618,19,False
ADVIL + DICLOFENAC SODIUM,2.9000372701079398,28,True,0.9666462799887237,26,False
ADVIL + DIPHENHYDRAMINE,0.7595022852992732,25,False,0.8348242753213988,41,False
ADVIL + DIPHENHYDRAMINE HYDROCHLORIDE,0.5948521435251539,21,False,1.1941034810449458,38,False
ADVIL + DULOXETINA,1.4499774237244405,10,False,0.22743904469856355,21,False
ADVIL + EPINEPHRINE,1.9333213880427642,18,False,2.030011037685813,31,False
ADVIL + ERELZI,16.433631172802638,18,True,9.66668020459796,11,True
ADVIL + FAMOTIDINE,0.6151327648890839,18,False,0.5799823690038487,16,False
ADVIL + FOLIC ACID,1.4939295480065244,28,False,0.8745799738063839,40,False
ADVIL + FUROSEMIDE,1.6916443690572889,11,False,0.724981544790614,14,False
ADVIL + GABAPENTIN,1.0105864118966057,45,False,0.7631256410652991,68,False
ADVIL + HUMAN IMMUNOGLOBULIN G,1.380933837399434,17,False,1.4060479801297967,27,False
ADVIL + HYDROCHLOROTHIAZIDE,0.5370207563206785,14,False,0.8787673909025536,21,False
ADVIL + HYDROMORPHONE,0.543729304932414,25,False,0.42026759192714114,33,False
ADVIL + IBUPROFEN,0.8648894795940565,36,False,0.7029992009457466,57,False
ADVIL + LEFLUNOMIDE,1.4499774237244405,10,False,1.546646152817031,13,False
ADVIL + LIDOCAINE,4.833373947612358,18,True,1.4499903241759424,30,False
ADVIL + LISINOPRIL,3.6250215016771308,19,True,2.0139091301487793,37,True
ADVIL + LOSARTAN,1.3533121506044246,12,False,0.42961557869712286,13,False
ADVIL + LT4,1.06331371124957,21,False,1.230286104107397,25,False
ADVIL + MAGNESIUM,1.5708196161252252,21,False,1.3694320344665567,29,False
ADVIL + MAXALT,2.255531399812063,10,False,0.11152986111417394,29,False
ADVIL + MELOXICAM,1.1277573383025148,13,False,0.2148030113236536,22,False
ADVIL + METFORMIN,2.126653702075609,16,False,1.657128522794174,19,False
ADVIL + METHOTREXATE,0.9666458018768754,38,False,0.6846957099967349,41,False
ADVIL + METHYLPREDNISOLONE,0.16110387774685347,14,False,0.5204943821050658,20,False
ADVIL + METOPROLOL,0.3624881744166045,11,False,0.15262245042685263,22,False
ADVIL + MORPHINE,2.577756329549898,11,False,1.1277573383025148,13,False
ADVIL + NAPROXEN,0.3452233629594338,19,False,0.21884114904679963,65,False
ADVIL + OMEPRAZOLE,0.6041451154745722,26,False,0.7469444667667188,39,False
ADVIL + ONDANSETRON,0.4578739144637823,28,False,0.6041451154745722,26,False
ADVIL + OXYCODONE,2.255531399812063,10,False,2.8999964164128293,16,False
ADVIL + OZEMPIC,2.255531399812063,10,False,1.2888686086338141,14,False
ADVIL + PANTOPRAZOLE,1.4060479801297967,27,False,2.623830707145724,26,True
ADVIL + PANTOPRAZOLE SODIUM,0.9129411514866755,35,False,1.5305489988086365,31,False
ADVIL + PREDNISONE,0.4833002045067946,57,False,0.7643066402804479,77,False
ADVIL + PREGABALIN,1.2888686086338141,14,False,1.2428374844627013,16,False
ADVIL + PSEUDOEPHEDRINE,1.4499774237244405,10,False,3.866644050465981,10,False
ADVIL + RITUXIMAB,1.4499903241759424,30,False,1.318166832164424,26,False
ADVIL + RIZATRIPTAN BENZOATE,0.5523656171962481,11,False,0.0805517464352208,13,False
ADVIL + ROSUVASTATIN,0.5370207563206785,14,False,0.4833187205404902,12,False
ADVIL + ROSUVASTATIN CALCIUM,0.8055371070264209,11,False,0.26362580857019247,14,False
ADVIL + SERTRALINE,1.1599790721509098,11,False,1.4499774237244405,10,False
ADVIL + SODIUM CHLORIDE,1.0472027248069238,25,False,1.933330307164137,24,False
ADVIL + SYNTHROID,0.2974232295442187,17,False,1.0472027248069238,25,False
ADVIL + TRAMADOL,0.5370207563206785,14,False,0.5370207563206785,14,False
ADVIL + TYLENOL,0.7786574460126353,130,False,0.5861021172889307,151,False
ADVIL + TYLENOL EXTRA STRENGTH,1.1599790721509098,11,False,0.6766477136986956,17,False
ADVIL + VENLAFAXINE,0.6444281460705922,10,False,0.604149843997114,13,False
ADVIL + VENLAFAXINE HYDROCHLORIDE,0.6904586710096742,12,False,0.12607816913170614,26,False
ADVIL + VENTOLIN,0.5370207563206785,14,False,0.24165820562131946,10,False
ADVIL + VITAMIN D NOS,0.8179275595204841,24,False,1.3809429383041254,34,False
ADVIL + VITAMIN D3,0.8745799738063839,40,False,1.4693465281245446,63,False
ADVIL + VITAMINS,0.7249795736995255,21,False,0.7030048774173426,38,False
ADVIL + VOLTARENE,0.9666469174498664,10,False,0.386653065222429,14,False
ADVIL + ZOFRAN,0.604149843997114,13,False,0.4833150174399159,21,False
ADVIL + ZOPICLONE,2.577756329549898,11,False,3.222210807887995,13,False
ADVIL + ZYRTEC,0.9666465987223409,18,False,1.73998107879535,14,False
AFATINIB + BEVACIZUMAB,3.6250215016771308,19,True,0.8055371070264209,11,False
AFATINIB + OSIMERTINIB,0.8285523846383035,13,False,1.2888713691293874,21,False
AFATINIB + PEMETREXED,0.6444281460705922,10,False,0.9666465987223409,18,False
AFINITOR + CAPECITABINE,0.08787484965618013,12,False,0.5117439633852767,26,False
AFINITOR + EXEMESTANE,0.4027625809678072,17,False,1.0684030965876727,40,False
AFINITOR + FULVESTRANT,1.1701613637403876,42,False,0.8648894795940565,36,False
AFINITOR + LETROZOLE,0.6041451154745722,26,False,0.31069324508898494,37,False
AFLIBERCEPT + BEVACIZUMAB,0.2718539017817468,41,False,0.2577513388679846,57,False
AFLIBERCEPT + BROLUCIZUMAB,0.04027577699896716,12,False,0.037177548422522584,13,False
AFLIBERCEPT + FLUOROURACIL,1.087481992216337,34,False,0.5747409182144528,59,False
AFLIBERCEPT + FOLINIC ACID,5.155611194596218,19,True,2.4166521332992494,14,False
AFLIBERCEPT + IRINOTECAN,3.141670290080129,17,True,0.5907181597713306,29,False
AFLIBERCEPT + IRINOTECAN HYDROCHLORIDE,0.24165639393765648,15,False,0.26850440561493594,23,False
AFLIBERCEPT + LEUCOVORIN CALCIUM,0.1487109042277049,15,False,0.3222028179467516,32,False
AFLIBERCEPT + LUCENTIS,0.04393731986203802,11,False,0.03222038270021127,15,False
AFLIBERCEPT + OXALIPLATIN,1.933312469091856,12,False,1.318166832164424,26,False
AGAMREE + CARVEDILOL,2.255531399812063,10,False,0.9666465190395077,20,False
AGAMREE + CO-ENZYME Q 10,1.6916443690572889,11,False,1.6916443690572889,11,False
AGAMREE + EPLERENONA,0.6444281460705922,10,False,0.8699797887132148,19,False
AGAMREE + FAMOTIDINE,0.9666468377685562,12,False,1.380933837399434,17,False
AGAMREE + LISINOPRIL,2.2095258118011727,23,False,1.6789672866206284,52,False
AGAMREE + MIRALAX,0.9666469174498664,10,False,0.6444264471312999,15,False
AGAMREE + PREDNISONE,0.6444264471312999,15,False,1.0874801112337487,17,False
AGAMREE + VITAMIN D3,1.3533239680241587,36,False,0.9062251377948524,62,False
AGAMREE + VITAMINS,0.6904586710096742,12,False,0.669210260232722,22,False
AGOMELATINE + MIRTAZAPINE,0.3222092950103882,16,False,3.222210807887995,13,False
AGOMELATINE + SERTRALINE,0.8285523846383035,13,False,2.126653702075609,16,False
AGOMELATINE + VENLAFAXINE,0.604149843997114,13,False,2.255531399812063,10,False
AIMOVIG + ALENDRONATE / CHOLECALCIFEROL,27.06703012377769,14,True,34.8007998681221,18,True
AIMOVIG + ALENDRONATE SODIUM,40.60122417969926,21,True,129.5514766319411,67,True
AIMOVIG + ALENDRONIC ACID,135.35325924633887,70,True,216.58695023597588,112,True
AIMOVIG + AMITRIPTYLINE,0.22306688924858756,16,False,0.4027625809678072,17,False
AIMOVIG + APREMILAST,29.000458702445457,15,True,69.60459298866805,36,True
AIMOVIG + ARAVA,54.13587092859071,28,True,48.33802029450204,51,True
AIMOVIG + ASCORBIC ACID,10.633879977255026,36,True,57.04009050768408,60,True
AIMOVIG + ATOMOXETINE,19.33340819012989,10,True,34.8007998681221,18,True
AIMOVIG + ATOMOXETINE HYDROCHLORIDE,24.167566573171957,26,True,104.41137974783351,54,True
AIMOVIG + AZATHIOPRINE,21.266799816520773,11,True,40.60122417969926,21,True
AIMOVIG + AZATHIOPRINE SODIUM,23.20020068088156,12,True,25.133610783278463,13,True
AIMOVIG + BERINERT,50.26878280585148,26,True,40.60316095043544,43,True
AIMOVIG + BETAMETHASONE,14.500193515094177,16,True,10.633373628683918,12,True
AIMOVIG + BOTOX,0.773311353998686,27,False,0.8975978987159806,27,False
AIMOVIG + BOTULINUM TOXIN TYPE A,1.8367058576176265,58,False,2.3937760226003744,73,True
AIMOVIG + BUTRANS,59.936572406081865,31,True,81.20652259613662,42,True
AIMOVIG + CALCIUM,8.699991399452431,10,True,5.800021501523025,14,True
AIMOVIG + CALCIUM ASCORBATE,22.23405500711958,24,True,31.90179761751172,34,True
AIMOVIG + CALCIUM CARBONATE,19.33340819012989,10,True,19.333822303239387,21,True
AIMOVIG + CALCIUM CARBONATE / CHOLECALCIFEROL,27.06703012377769,14,True,29.000458702445457,15,True
AIMOVIG + CALCIUM GLUBIONATE,50.26878280585148,26,True,75.40551621319419,39,True
AIMOVIG + CANDESARTAN,4.652662122768871,93,True,10.189983363511862,150,True
AIMOVIG + CANDESARTAN CILEXETIL,14.500193515094177,16,True,3.452458314760674,32,True
AIMOVIG + CELEBREX,29.000458702445457,15,True,16.433631172802638,18,True
AIMOVIG + CELECOXIB,48.335252602959656,25,True,10.875844001318864,49,True
AIMOVIG + CERTOLIZUMAB PEGOL,21.266799816520773,11,True,29.001426329030455,31,True
AIMOVIG + CETIRIZINE,20.301530301401282,44,True,83.14020987040789,43,True
AIMOVIG + CETIRIZINE HYDROCHLORIDE,42.534717427400764,22,True,18.851285874021617,41,True
AIMOVIG + CETIRIZINE HYDROCHLORIDE\PSEUDOEPHEDRINE HYDROCHLORIDE,63.80375292077008,33,True,65.73735703722109,34,True
AIMOVIG + CHLORHEXIDINE GLUCONATE,21.267306153166174,23,True,52.20232224770642,27,True
AIMOVIG + CHOLECALCIFEROL,13.533900835963388,30,True,36.73584215946042,39,True
AIMOVIG + CICLOBENZAPRINA,2.9000100341159945,20,True,0.8787673909025536,21,False
AIMOVIG + CIMZIA,32.868597286365166,35,True,29.9703578041933,64,True
AIMOVIG + CLONAZEPAM,0.0805517464352208,13,False,0.5272553959904795,17,False
AIMOVIG + CORTISONE ACETATE,40.60122417969926,21,True,48.33802029450204,51,True
AIMOVIG + COSENTYX,127.63738036347995,133,True,183.74593986094547,191,True
AIMOVIG + CYANOCOBALAMIN,1.772207038466929,17,False,5.4135201966747815,33,True
AIMOVIG + CYMBALTA,0.1288821465970671,17,False,0.24165639393765648,15,False
AIMOVIG + DESOXIMETASONE,71.53822482379644,37,True,131.48539492830673,68,True
AIMOVIG + DICLOFENAC,85.07390638476811,44,True,18.371029911129273,120,True
AIMOVIG + DICLOFENAC DIETHYLAMMONIUM,77.33917576759599,40,True,137.2872052681379,71,True
AIMOVIG + DICLOFENAC POTASSIUM,57.04009050768408,60,True,27.716045282249425,89,True
AIMOVIG + DICLOFENAC SODIUM,89.91795581298656,94,True,61.88404598777897,130,True
AIMOVIG + DIETARY SUPPLEMENT\HERBALS,32.86734357455145,17,True,30.93389651934797,16,True
AIMOVIG + DIVALPROEX SODIUM,0.10740099249720951,20,False,0.17575011917857458,13,False
AIMOVIG + DOMPERIDONE,0.5948521435251539,21,False,1.3533180592154774,24,False
AIMOVIG + DOMPERIDONE MALEATE,8.894022807801386,51,True,6.490962802667777,54,True
AIMOVIG + DULOXETINA,0.5370207563206785,14,False,0.4393784469731357,16,False
AIMOVIG + ENBREL,58.00299600771221,30,True,25.135828544805094,54,True
AIMOVIG + ERELZI,183.70468252678666,95,True,150.85282878180632,157,True
AIMOVIG + ERENUMAB,8.699991399452431,10,True,26.101096616972477,28,True
AIMOVIG + FINACEA,29.000458702445457,15,True,15.466910034378875,17,True
AIMOVIG + FLUMETHASONE,36.73426540012614,19,True,48.335252602959656,25,True
AIMOVIG + FLUMETHASONE PIVALATE,56.06942884857057,29,True,58.00701030041073,61,True
AIMOVIG + FOLIC ACID,51.23866878198665,54,True,30.294861164543573,97,True
AIMOVIG + FOSAMAX,63.80375292077008,33,True,94.74252756022153,49,True
AIMOVIG + GABAPENTIN,0.3333107335007698,39,False,0.2558612310081781,43,False
AIMOVIG + GOLD,29.000458702445457,15,True,44.46821991380052,23,True
AIMOVIG + GOLD SODIUM THIOMALATE,94.74252756022153,49,True,131.48539492830673,68,True
AIMOVIG + GOLIMUMAB,32.86734357455145,17,True,36.73426540012614,19,True
AIMOVIG + HUMIRA,32.86734357455145,17,True,21.268371469598105,46,True
AIMOVIG + HYDROCORTISONE,44.47055366140952,47,True,75.41235672351132,79,True
AIMOVIG + HYDROXYCHLOROQUINE,40.60122417969926,21,True,12.567492856255436,42,True
AIMOVIG + HYDROXYCHLOROQUINE SULFATE,13.53348161491544,15,True,18.367875684806318,40,True
AIMOVIG + IBUPROFEN,5.316673674553725,13,True,2.9000236520143634,24,True
AIMOVIG + INDOMETHACIN,0.0690440128022847,15,False,0.1074031249120717,10,False
AIMOVIG + INFLIXIMAB,73.47186589861641,38,True,90.87505136904477,47,True
AIMOVIG + ISOPROPYL ALCOHOL,27.06703012377769,14,True,50.26878280585148,26,True
AIMOVIG + KEVZARA,27.06703012377769,14,True,38.66774017062979,20,True
AIMOVIG + KORTISON,10.633373628683918,12,True,17.400356930398573,19,True
AIMOVIG + LAMICTAL,58.00701030041073,61,True,10.795796298066202,73,True
AIMOVIG + LAMOTRIGINE,3.141670290080129,17,True,2.9000781255599595,40,True
AIMOVIG + LEFLUNOMIDE,96.68759125134115,101,True,353.94765824418505,183,True
AIMOVIG + LISINOPRIL,3.8666714447828943,15,True,8.700156963368046,20,True
AIMOVIG + LT4,2.255531399812063,10,False,4.833328157065486,12,True
AIMOVIG + MAGNESIUM,1.4499806487679716,15,False,7.733564600788889,27,True
AIMOVIG + MAGNESIUM CITRATE,25.133610783278463,13,True,46.40173163896474,24,True
AIMOVIG + METHOTREXATE,45.442404054548106,96,True,263.01352368616637,136,True
AIMOVIG + METHOTREXATE SODIUM,25.133610783278463,13,True,21.266799816520773,11,True
AIMOVIG + METHYLPREDNISOLONE,12.566774333809553,14,True,20.30056191855048,22,True
AIMOVIG + METHYLPREDNISOLONE SODIUM SUCCINATE,46.40173163896474,24,True,75.40551621319419,39,True
AIMOVIG + MINOCICLINA,30.93389651934797,16,True,40.60122417969926,21,True
AIMOVIG + MIRTAZAPINE,0.13808835549700607,16,False,0.04393731986203802,11,False
AIMOVIG + MYCOPHENOLATE MOFETIL,69.60459298866805,36,True,148.89107548206732,77,True
AIMOVIG + MYOCHRYSINE,34.8007998681221,18,True,44.46821991380052,23,True
AIMOVIG + MYRBETRIQ,16.434258027059894,36,True,5.639163911134897,41,True
AIMOVIG + NAPROXEN,11.118112004740537,75,True,7.3476721041979784,86,True
AIMOVIG + NAPROXEN SODIUM,56.06942884857057,29,True,17.401062236143265,38,True
AIMOVIG + NIACINAMIDE,27.06703012377769,14,True,40.60122417969926,21,True
AIMOVIG + NUCALA,77.33917576759599,40,True,67.6764623659254,71,True
AIMOVIG + ONDANSETRON,0.11371897899716762,19,False,0.19332560889663988,12,False
AIMOVIG + ORENCIA,65.73735703722109,34,True,50.27178133250505,53,True
AIMOVIG + OTEZLA,12.566774333809553,14,True,9.18352095716825,21,True
AIMOVIG + OXYCODONE,4.124839654371843,79,True,14.261786416676026,126,True
AIMOVIG + OXYCODONE HYDROCHLORIDE,50.27178133250505,53,True,119.8820237739681,62,True
AIMOVIG + OXYCODONE TEREPHTHALATE,63.80375292077008,33,True,75.40551621319419,39,True
AIMOVIG + PANTOPRAZOLE,9.666887260581937,22,True,5.558472539444386,27,True
AIMOVIG + PANTOPRAZOLE SODIUM,7.975390272222939,37,True,87.00761213928351,45,True
AIMOVIG + PHENYLEPHRINE HYDROCHLORIDE,75.40551621319419,39,True,64.77557822804167,68,True
AIMOVIG + PHTHALYLSULFATHIAZOLE,52.20232224770642,27,True,88.94132713402033,46,True
AIMOVIG + PREDNISONE,7.927186498019333,46,True,8.121266514218537,94,True
AIMOVIG + PREGABALIN,1.6916443690572889,11,False,15.466910034378875,17,True
AIMOVIG + PROPRANOLOL,0.09665825736291879,33,False,0.16569900961309075,41,False
AIMOVIG + PROPRANOLOL HYDROCHLORIDE,0.26850440561493594,23,False,0.4027625809678072,17,False
AIMOVIG + PSEUDOEPHEDRINE,8.699991399452431,10,True,29.000458702445457,15,True
AIMOVIG + PSEUDOEPHEDRINE HYDROCHLORIDE,30.93500256836019,33,True,85.07390638476811,44,True
AIMOVIG + QUETIAPINE,0.859239368328453,17,False,1.6110934587105041,16,False
AIMOVIG + QUETIAPINE FUMARATE,73.47186589861641,38,True,8.05665867008194,84,True
AIMOVIG + RAMIPRIL,36.73584215946042,39,True,64.77557822804167,68,True
AIMOVIG + RANITIDINA,12.566774333809553,14,True,36.73426540012614,19,True
AIMOVIG + RANITIDINE HYDROCHLORIDE,32.86734357455145,17,True,59.936572406081865,31,True
AIMOVIG + REMICADE,38.66774017062979,20,True,27.067868568111066,29,True
AIMOVIG + RIBOFLAVIN,2.577756329549898,11,False,8.216795279164776,19,True
AIMOVIG + RITUXIMAB,222.3899806916592,115,True,352.0126767127544,182,True
AIMOVIG + RIZATRIPTANUM,0.41427322319329657,10,False,1.2888686086338141,14,False
AIMOVIG + SIMPONI,50.26878280585148,26,True,94.74252756022153,49,True
AIMOVIG + SIRUKUMAB,27.06703012377769,14,True,58.00299600771221,30,True
AIMOVIG + STELARA,21.266799816520773,11,True,48.335252602959656,25,True
AIMOVIG + SULFASALAZINE,88.94132713402033,46,True,60.90779740229951,64,True
AIMOVIG + SUMATRIPTAN,2.4166521332992494,14,False,0.41427322319329657,10,False
AIMOVIG + TOFACITINIB,32.86734357455145,17,True,56.06942884857057,29,True
AIMOVIG + TOPAMAX,1.2428374844627013,16,False,1.9333258475821422,21,False
AIMOVIG + TOPICORT,14.500193515094177,16,True,23.20020068088156,12,True
AIMOVIG + TOPIRAMATE,1.9595921690126874,112,False,2.598193015070454,118,True
AIMOVIG + TRAMADOL HYDROCHLORIDE,7.491997486596776,35,True,45.43741338940125,48,True
AIMOVIG + TRAZODONE,3.061143390480559,25,True,14.500677327102402,32,True
AIMOVIG + TRIAMCINOLONE ACETONIDE,15.466910034378875,17,True,31.90179761751172,34,True
AIMOVIG + VENLAFAXINE HYDROCHLORIDE,0.0690440128022847,15,False,0.04393731986203802,11,False
AIMOVIG + VITAMIN D NOS,5.316673674553725,13,True,2.577756329549898,11,False
AIMOVIG + VITAMIN D2,1.657128522794174,19,False,3.6252096563785714,57,True
AIMOVIG + VITAMIN D3,3.8667810272864758,35,True,10.392423496693299,47,True
AIMOVIG + VOLTARENE,65.73735703722109,34,True,131.48539492830673,68,True
AIMOVIG + XELJANZ,34.8007998681221,18,True,83.14020987040789,43,True
AIMOVIG + ZINCUM METALLICUM,12.566774333809553,14,True,10.633373628683918,12,True
AJOVY + AMITRIPTYLINE,0.28998910612923573,13,False,0.23198434711561203,31,False
AJOVY + BOTOX,0.32220767575608444,20,False,0.2543719661041074,24,False
AJOVY + CANDESARTAN,0.06444091934911025,16,False,0.3452233629594338,19,False
AJOVY + GABAPENTIN,0.6444264471312999,15,False,0.5907181597713306,29,False
AJOVY + NURTEC ODT,0.5523656171962481,11,False,0.9666469174498664,10,False
AJOVY + PROPRANOLOL,0.3624881744166045,11,False,0.26362580857019247,14,False
AJOVY + SUMATRIPTAN,0.42961557869712286,13,False,0.2974232295442187,17,False
AJOVY + TOPIRAMATE,0.20713302808652845,17,False,0.17574618089211372,26,False
AJOVY + UBRELVY,0.386653065222429,14,False,0.41427322319329657,10,False
AKINETON + OLANZAPINE,6.766724083971016,16,True,23.20020068088156,12,True
AKYNZEO + CARBOPLATIN,3.141736807777122,34,True,5.938483682207162,50,True
AKYNZEO + CYCLOPHOSPHAMIDE,11.600071671743414,13,True,2.5133770227039784,36,True
AKYNZEO + DEXAMETHASONE,1.7298492161025447,53,False,2.839733060161514,63,True
AKYNZEO + FOLIC ACID,25.133610783278463,13,True,5.800090307691205,21,True
AKYNZEO + OLANZAPINE,0.9666469174498664,10,False,1.4499774237244405,10,False
AKYNZEO + PACLITAXEL,1.4499838738577315,20,False,3.8667810272864758,35,True
AKYNZEO + PEMETREXED,13.53348161491544,15,True,25.133610783278463,13,True
ALBENDAZOLE + IVERMECTIN,2.1749817238364177,13,False,1.1277573383025148,13,False
ALBUMIN HUMAN + ASPIRIN,1.9333169285460023,15,False,21.266799816520773,11,True
ALBUMIN HUMAN + CALCIUM GLUCONATE,5.800021501523025,14,True,3.5444403565103273,14,False
ALBUMIN HUMAN + CYCLOPHOSPHAMIDE,6.766724083971016,16,True,2.1749817238364177,13,False
ALBUMIN HUMAN + DEXAMETHASONE,8.216795279164776,19,True,3.866644050465981,10,False
ALBUMIN HUMAN + ENOXAPARIN,15.466910034378875,17,True,4.3499849490417555,11,False
ALBUMIN HUMAN + FENTANYL,34.8007998681221,18,True,14.500193515094177,16,True
ALBUMIN HUMAN + FLUCONAZOLE,4.833328157065486,12,True,4.511138240322874,17,True
ALBUMIN HUMAN + FUROSEMIDE,2.706783738905016,57,True,3.0612369559279,50,True
ALBUMIN HUMAN + HUMAN IMMUNOGLOBULIN G,3.866644050465981,10,False,5.800159115832026,28,True
ALBUMIN HUMAN + HYDROCORTISONE,30.93389651934797,16,True,6.122332173824405,22,True
ALBUMIN HUMAN + INSULIN,32.86734357455145,17,True,2.658323697488628,15,False
ALBUMIN HUMAN + MEROPENEM,6.444575579696122,23,True,17.884467805519055,39,True
ALBUMIN HUMAN + METHYLPREDNISOLONE,4.511138240322874,17,True,4.833465531988092,30,True
ALBUMIN HUMAN + OMEPRAZOLE,4.446767041599373,28,True,5.316673674553725,13,True
ALBUMIN HUMAN + PANTOPRAZOLE,2.255531399812063,10,False,8.700156963368046,20,True
ALBUMIN HUMAN + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,2.255531399812063,10,False,8.699991399452431,10,True
ALBUMIN HUMAN + PREDNISOLONE,2.8999827989048637,12,False,4.188904072716732,16,True
ALBUMIN HUMAN + PREDNISONE,1.06331371124957,21,False,1.5190308501750152,18,False
ALBUMIN HUMAN + RITUXIMAB,2.4166690557419033,21,False,2.4857284154891,25,True
ALBUMIN HUMAN + SODIUM CHLORIDE,1.546646152817031,13,False,1.0874801112337487,17,False
ALBUMIN HUMAN + SPIRONOLACTONE,1.9333169285460023,15,False,2.7066695654043618,19,False
ALBUMIN HUMAN + TACROLIMUS,0.24165820562131946,10,False,2.577756329549898,11,False
ALBUMIN HUMAN + VANCOMYCIN,30.93389651934797,16,True,11.11700002866945,25,True
ALBUTEROL + ALBUTEROL / IPRATROPIUM,3.8667810272864758,35,True,2.4167029018401096,35,True
ALBUTEROL + ALBUTEROL SULFATE,1.2536710371943875,147,False,1.6282296913701286,204,False
ALBUTEROL + ALENDRONATE,2.577786484650553,22,True,1.77224762714807,51,False
ALBUTEROL + ALENDRONATE SODIUM,7.411315035852741,26,True,2.1405178074823237,45,True
ALBUTEROL + ALENDRONIC ACID,1.0310916586831544,31,False,1.4499967746790805,40,False
