drug,degree_centrality,betweenness_centrality,eigenvector_centrality,degree,drug_class
PLAVIX,0.013215859030837003,0.0010279001468428781,0.007591855400280873,9,Antithrombotic
TEDUGLUTIDE,0.013215859030837003,0.005795974777576229,0.006157823114319641,9,Alimentary/Metabolism
HUMAN IMMUNOGLOBULIN G,0.013215859030837003,0.003010279001468429,0.01107830347406039,9,Anti-infective (Other)
PEMETREXED,0.013215859030837003,0.0,0.016451657967470418,9,Antineoplastic
GANCICLOVIR,0.013215859030837003,8.637816360024185e-05,0.011986252106545768,9,Antiviral
FERRUM,0.011747430249632892,0.0,0.010453574324792162,8,Blood (Other)
AZACITIDINE,0.011747430249632892,0.0005269067979614754,0.006559736275776123,8,Antineoplastic
MERCAPTOPURINE,0.011747430249632892,0.0010538135959229508,0.0025921881522548837,8,Antineoplastic
VOLTARENE,0.011747430249632892,0.0,0.027116785920457697,8,Anti-inflammatory (NSAID)
UPTRAVI,0.011747430249632892,8.637816360024186e-06,0.004610574079148972,8,Antithrombotic
CELLCEPT,0.011747430249632892,0.0017232443638248252,0.013945033987823494,8,Immunosuppressant
FLUOROURACIL,0.011747430249632892,0.002880711756068066,0.009801337688388064,8,Antineoplastic
PULMOZYME,0.011747430249632892,0.0030016411851084045,0.0030768576500357445,8,Respiratory (Other)
(-)-ARTERENOL,0.011747430249632892,0.003100976073248683,0.007723194633388541,8,Unclassified
VONOPRAZAN FUMARATE,0.011747430249632892,0.0004362097261812214,0.00922722386725816,8,Alimentary/Metabolism
TAMSULOSIN HYDROCHLORIDE,0.011747430249632892,6.0464714520169305e-05,0.010766268347317623,8,Genitourinary
HYDRALAZINE,0.011747430249632892,0.00045780426708128186,0.005658108895722457,8,Cardiovascular (Other)
OFEV,0.011747430249632892,5.614580634015721e-05,0.006159562621672764,8,Antineoplastic
DIPHENHYDRAMINE HYDROCHLORIDE,0.011747430249632892,1.2956724540036279e-05,0.010523162282477244,8,Anti-inflammatory (NSAID)
INSULIN ASPART,0.011747430249632892,0.0,0.01209873597878808,8,Antidiabetic
BENZONATATE,0.011747430249632892,0.00018139414356050791,0.010805573440152384,8,Respiratory (Other)
MESNA,0.011747430249632892,0.0017577956292649218,0.010652454083870729,8,Respiratory (Other)
ACETAMINOPHEN / HYDROCODONE,0.011747430249632892,2.1594540900060463e-05,0.007933364707534427,8,Analgesic/Opioid
MIDODRINE HYDROCHLORIDE,0.011747430249632892,0.0,0.016243118332696878,8,Cardiovascular (Other)
METHADONE,0.011747430249632892,0.0,0.010188339337134943,8,Nervous System (Other)
OXALIPLATIN,0.011747430249632892,0.0,0.011977314669155033,8,Antineoplastic
METHOTREXATE SODIUM,0.010279001468428781,0.0026777230716074976,0.007886699668632823,7,Antineoplastic
RINVOQ,0.010279001468428781,0.00011229161268031441,0.010255024326909902,7,Immunosuppressant
ESCITALOPRAM OXALATE,0.010279001468428781,0.0,0.009871613336569714,7,Psychoanaleptic
EPIDIOLEX,0.010279001468428781,0.006262416861017535,0.001227183380959455,7,Antiepileptic
DONEPEZILO,0.010279001468428781,1.7275632720048372e-05,0.007332759759113618,7,Psychoanaleptic
DOXYCYCLINE HYCLATE,0.010279001468428781,0.0,0.019219230751388476,7,Antibacterial
CYCLOSPORINE,0.010279001468428781,0.001213613198583398,0.00577054647854809,7,Narrow Therapeutic Index
KEPPRA,0.010279001468428781,0.0032478189513690937,0.0051281412813422725,7,Antiepileptic
DOXORUBICIN,0.010279001468428781,0.0,0.012595433350857447,7,Antineoplastic
NYSTATIN,0.010279001468428781,0.0,0.012592340102316456,7,Antibacterial
EZETIMIBE,0.010279001468428781,3.0232357260084652e-05,0.005924013452033483,7,Lipid Modifying
ATOVAQUONE,0.010279001468428781,0.0,0.017300790312419073,7,Antiparasitic
ALCOHOL,0.010279001468428781,2.5913449080072558e-05,0.006426351745108891,7,Various
EMPAGLIFLOZIN,0.010279001468428781,0.00015548069448043534,0.007117287622565158,7,Antidiabetic
NEBIVOLOL,0.010279001468428781,0.0,0.012832433220422336,7,RAAS Inhibitor
VALPROATE SODIUM,0.010279001468428781,3.0232357260084652e-05,0.005567851196336569,7,Narrow Therapeutic Index
BACLOFEN,0.010279001468428781,0.0,0.006664741110391718,7,Musculoskeletal (Other)
HYRIMOZ,0.010279001468428781,4.7507989980133024e-05,0.023660264376403412,7,Immunosuppressant
CICLOBENZAPRINA,0.008810572687224669,0.0,0.005837408542341657,6,Musculoskeletal (Other)
ENALAPRIL,0.008810572687224669,0.0,0.011771116438347372,6,RAAS Inhibitor
METOLAZONE,0.008810572687224669,0.0,0.010388898279672468,6,Cardiovascular (Other)
WARFARIN,0.008810572687224669,0.0,0.006871616622429454,6,Narrow Therapeutic Index
FLUTICASONE PROPIONATE,0.008810572687224669,0.0,0.007528532602728269,6,Anti-asthmatic
LACOSAMIDE,0.008810572687224669,9.933488814027814e-05,0.0038375944472690804,6,Antiepileptic
MYRBETRIQ,0.008810572687224669,0.0,0.013577093394303314,6,Genitourinary
ASPARAGINASE,0.008810572687224669,0.0004362097261812214,0.003342203332272829,6,Antineoplastic
METHOCARBAMOL,0.008810572687224669,0.0,0.005140398630186831,6,Musculoskeletal (Other)
MIDODRINE,0.008810572687224669,0.002975727736028332,0.005940628797482361,6,Cardiovascular (Other)
VINCRISTINE SULFATE,0.008810572687224669,2.1594540900060463e-05,0.011129076468392337,6,Antineoplastic
AMITRIPTYLINE,0.008810572687224669,0.00288934957242809,0.005732136353725456,6,Psychoanaleptic
MUCINEX,0.008810572687224669,0.0,0.006850644992535742,6,Respiratory (Other)
CASPOFUNGIN,0.008810572687224669,0.0,0.006398207523853437,6,Anti-infective (Other)
AIMOVIG,0.008810572687224669,0.00288934957242809,0.01798335625376563,6,Analgesic/Opioid
APREMILAST,0.008810572687224669,0.0,0.01802143309978325,6,Immunosuppressant
PROPRANOLOL,0.008810572687224669,0.00288934957242809,0.003388412392762555,6,Beta Blocker
CEFAZOLIN,0.007342143906020558,0.0,0.006932012684830454,5,Antibacterial
DAPTOMYCIN,0.007342143906020558,0.0,0.006058040114577055,5,Antibacterial
TICAGRELOR,0.007342143906020558,4.7507989980133024e-05,0.003820704138529071,5,Antithrombotic
ZYRTEC,0.007342143906020558,0.0,0.005846576177986907,5,Respiratory (Other)
MICAFUNGIN,0.007342143906020558,0.0,0.005876370693633471,5,Anti-infective (Other)
CANDESARTAN CILEXETIL,0.007342143906020558,0.0,0.00689478590658955,5,RAAS Inhibitor
ALBUTEROL / IPRATROPIUM,0.007342143906020558,0.0,0.012165027123752403,5,Anti-asthmatic
PRAMIPEXOLE,0.007342143906020558,0.0016541418329446317,0.0055150400624792185,5,Nervous System (Other)
DIVALPROEX SODIUM,0.007342143906020558,0.0,0.006332935340211983,5,Narrow Therapeutic Index
DULOXETINE HYDROCHLORIDE,0.007342143906020558,4.318908180012093e-06,0.006594283007211911,5,Psychoanaleptic
ADVAIR HFA,0.007342143906020558,0.0,0.005463813307911344,5,Anti-asthmatic
MOVICOL,0.007342143906020558,0.0,0.011747254219827832,5,Alimentary/Metabolism
DENOSUMAB,0.007342143906020558,0.00288934957242809,0.006762397064336842,5,Musculoskeletal (Other)
ATENOLOL,0.007342143906020558,0.0,0.006421494493208383,5,Beta Blocker
TORIPALIMAB,0.007342143906020558,1.7275632720048372e-05,0.003479295416209264,5,Antineoplastic
RIVAROXABAN,0.007342143906020558,1.7275632720048372e-05,0.005182155963244472,5,Antithrombotic
IPRATROPIUM BROMIDE,0.007342143906020558,0.0,0.005340536962947892,5,Anti-asthmatic
BUSPIRONE,0.007342143906020558,0.0,0.00554334196442472,5,Psycholeptic
TOFACITINIB,0.007342143906020558,0.0,0.010345777069944809,5,Immunosuppressant
PLAQUENIL,0.007342143906020558,0.00022026431718061675,0.00987691174907406,5,Antiparasitic
FINASTERIDE,0.007342143906020558,6.47836227001814e-05,0.0035741776619572017,5,Genitourinary
THIAMINE,0.007342143906020558,0.0,0.009923924494548656,5,Alimentary/Metabolism
MYCOPHENOLIC ACID,0.007342143906020558,0.0,0.006246580170919677,5,Immunosuppressant
CREON,0.007342143906020558,0.0,0.004047406010845052,5,Alimentary/Metabolism
ISMN,0.007342143906020558,0.0,0.008497029644078011,5,Cardiovascular (Other)
IMODIUM,0.005873715124816446,5.1826898160145116e-05,0.006770236191169284,4,Alimentary/Metabolism
CLINDAMYCIN,0.005873715124816446,0.0,0.00623260284642121,4,Antibacterial
MOUNJARO,0.005873715124816446,0.0,0.003860957472836974,4,Antidiabetic
AZTREONAM LYSINE,0.005873715124816446,0.0,0.002064871505071812,4,Unclassified
PHENOBARBITAL,0.005873715124816446,0.0,0.003131348830950106,4,Antiepileptic
ALDACTONE,0.005873715124816446,0.0,0.004085021257114246,4,Cardiovascular (Other)
TOFACITINIB CITRATE,0.005873715124816446,0.0,0.015058366752540738,4,Immunosuppressant
TOBRAMYCIN,0.005873715124816446,0.0,0.004233201653282821,4,Antibacterial
MONTELUKAST SODIUM,0.005873715124816446,0.0,0.005222386060993142,4,Anti-asthmatic
BOTULINUM TOXIN TYPE A,0.005873715124816446,0.0030059600932884167,0.005373943568566854,4,Musculoskeletal (Other)
LINAGLIPTIN,0.005873715124816446,0.0,0.006458918461559343,4,Antidiabetic
CYAMEMAZINE,0.005873715124816446,0.0,0.009792219436731338,4,Psycholeptic
LAMICTAL,0.005873715124816446,0.0,0.020127532817906434,4,Antiepileptic
CISPLATIN,0.005873715124816446,0.0058175693184762895,0.002205824913000543,4,Antineoplastic
GLUCOSAMINA,0.005873715124816446,0.0,0.011533016259918894,4,Anti-inflammatory (NSAID)
SUFENTANIL,0.005873715124816446,0.0,0.0063023603206206705,4,Anesthetic
SYNTHROID,0.005873715124816446,0.0,0.0027515841111534155,4,Hormonal
LOXAPINE,0.005873715124816446,0.0,0.004123800192858295,4,Psycholeptic
PEGASPARGASE,0.005873715124816446,0.00024185885808067722,0.0029042036507004134,4,Antineoplastic
INSULIN LISPRO,0.005873715124816446,0.0,0.0031278124128252456,4,Antidiabetic
DOMPERIDONE,0.005873715124816446,1.7275632720048372e-05,0.009362954256810392,4,Alimentary/Metabolism
RANITIDINA,0.005873715124816446,0.0,0.008485701311861675,4,Alimentary/Metabolism
LEUCOVORIN CALCIUM,0.005873715124816446,0.00288934957242809,0.007798817773856413,4,Various
ANAKINRA,0.005873715124816446,0.0008421870951023582,0.003207106214321476,4,Immunosuppressant
AMIKACIN,0.005873715124816446,0.0,0.00411956170498755,4,Antibacterial
COLCHICINE,0.005873715124816446,0.0,0.0039036403892416774,4,Musculoskeletal (Other)
NUCALA,0.005873715124816446,0.0004405286343612335,0.0024468136054684804,4,Anti-asthmatic
"CAVIAR, UNSPECIFIED",0.005873715124816446,0.011518528116092252,0.0007680972404644278,4,Unclassified
USTEKINUMAB,0.005873715124816446,0.0006305605942817656,0.006946778305923037,4,Immunosuppressant
WARFARIN SODIUM,0.005873715124816446,0.0,0.005685610313980713,4,Narrow Therapeutic Index
ETORICOXIB,0.005873715124816446,0.0,0.011748515267057735,4,Anti-inflammatory (NSAID)
EPCORITAMAB,0.005873715124816446,0.0,0.014890948429984799,4,Antineoplastic
VENLAFAXINE HYDROCHLORIDE,0.005873715124816446,0.0,0.004709216757477016,4,Psychoanaleptic
LERCANIDIPINO,0.005873715124816446,0.0,0.0118784742742849,4,Cardiovascular (Other)
LANTUS SOLOSTAR,0.005873715124816446,0.0,0.002550842203446166,4,Antidiabetic
DILAUDID,0.005873715124816446,8.637816360024186e-06,0.0070425309848207735,4,Analgesic/Opioid
PHENYLEPHRINE,0.004405286343612334,0.0,0.0004768443863944726,3,Cardiovascular (Other)
IPRATROPIUM,0.004405286343612334,0.0,0.006875087068214933,3,Anti-asthmatic
HYDROXYZINE DIHYDROCHLORIDE,0.004405286343612334,0.0,0.006088098142253882,3,Psycholeptic
MESALAMINE,0.004405286343612334,2.1594540900060463e-05,0.003569194801099869,3,Alimentary/Metabolism
ADCIRCA,0.004405286343612334,0.0,0.0009658929200815573,3,Genitourinary
HYDROMORPHONE HYDROCHLORIDE,0.004405286343612334,2.1594540900060463e-05,0.002738231745626082,3,Analgesic/Opioid
FLONASE ALLERGY RELIEF,0.004405286343612334,0.0,0.0036875961004849637,3,Respiratory (Other)
LETROZOLE,0.004405286343612334,0.0,0.004500054919175617,3,Antineoplastic/Immuno (Other)
LENVIMA,0.004405286343612334,0.0,0.0028230201655210694,3,Antineoplastic
CEFTAZIDIME,0.004405286343612334,0.0,0.003456270881433391,3,Antibacterial
VASOPRESSIN,0.004405286343612334,0.0,0.0005510508601798013,3,Hormonal
SULFAMETHOXAZOLE,0.004405286343612334,0.0,0.006416222105901872,3,Antibacterial
MENTHOL/MINERAL OIL/VITAMIN A,0.004405286343612334,6.910253088019349e-05,0.0038759584000873566,3,Unclassified
CANNABIS SATIVA SUBSP. INDICA TOP,0.004405286343612334,0.0,0.0032885728750678437,3,Analgesic/Opioid
G CSF,0.004405286343612334,6.0464714520169305e-05,0.0037680499502094076,3,Antineoplastic/Immuno (Other)
METHAMPHETAMINE,0.004405286343612334,0.0,0.002235523085819078,3,Psychoanaleptic
CLOZARIL,0.004405286343612334,0.0,0.005972505485594459,3,Psycholeptic
DOXORUBICIN HYDROCHLORIDE,0.004405286343612334,5.1826898160145116e-05,0.00490935471826732,3,Antineoplastic
AMPHETAMINE,0.004405286343612334,0.0,0.0033083190644531075,3,Psychoanaleptic
GLIMEPIRIDE,0.004405286343612334,0.0,0.004309898778358276,3,Antidiabetic
ALFACALCIDOL,0.004405286343612334,0.0,0.007380791968377848,3,Alimentary/Metabolism
NOREPINEPHRINE BITARTRATE,0.004405286343612334,0.0,0.006728876310386495,3,Cardiovascular (Other)
CALCIUM GLUCONATE,0.004405286343612334,0.0,0.008908390869121008,3,Alimentary/Metabolism
POLYETHYLENE GLYCOL 3350,0.004405286343612334,0.0,0.006252030716510948,3,Alimentary/Metabolism
PEPCID,0.004405286343612334,2.1594540900060463e-05,0.0018715228882856547,3,Alimentary/Metabolism
TRANEXAMIC ACID,0.004405286343612334,0.0,0.0053207014806914655,3,Blood (Other)
CARBAMAZEPINE,0.004405286343612334,0.0,0.0057928555232516004,3,Narrow Therapeutic Index
PRETOMANID,0.004405286343612334,0.0029541331951282715,0.00032339312620945033,3,Anti-infective (Other)
DEXMEDETOMIDINE,0.004405286343612334,3.0232357260084652e-05,0.0012113628911669086,3,Psycholeptic
HYDROCORTISONE ACETATE,0.004405286343612334,0.0,0.01322347666496385,3,Corticosteroid
EXTRANEAL,0.004405286343612334,0.00288934957242809,1.1431927961316854e-05,3,Genitourinary
DEXTROSE,0.004405286343612334,0.0,0.004096060952842176,3,Blood (Other)
CALCITRIOL,0.004405286343612334,0.0,0.003266212992467893,3,Alimentary/Metabolism
DECADRON,0.004405286343612334,0.0,0.005224578229128735,3,Corticosteroid
FOLINIC ACID,0.004405286343612334,4.318908180012093e-06,0.0014441522699254318,3,Various
SINGULAIR,0.004405286343612334,0.00010365379632029023,0.00384179452208841,3,Anti-asthmatic
THYMOGLOBULIN,0.004405286343612334,3.4551265440096744e-05,0.0025896755691824256,3,Immunosuppressant
FOSCARBIDOPA/FOSLEVODOPA,0.004405286343612334,0.0,0.0011951716970422294,3,Unclassified
DILTIAZEM HYDROCHLORIDE,0.004405286343612334,0.0,0.012397420563566687,3,Cardiovascular (Other)
FOSPHENYTOIN,0.002936857562408223,0.0,0.0007936837485527685,2,Narrow Therapeutic Index
BENSERAZIDE / LEVODOPA,0.002936857562408223,8.637816360024186e-06,0.0002632611265706463,2,Nervous System (Other)
ALENDRONATE,0.002936857562408223,0.0,0.0046688573575406,2,Musculoskeletal (Other)
METHYLPHENIDATE,0.002936857562408223,0.0,0.0007479596465039052,2,Psychoanaleptic
BREO ELLIPTA,0.002936857562408223,0.0,0.0034208125357153363,2,Anti-asthmatic
ETANERCEPT,0.002936857562408223,0.0,0.006860918150832316,2,Immunosuppressant
BUDESONIDE\FORMOTEROL FUMARATE,0.002936857562408223,0.0,0.002492081867809775,2,Anti-asthmatic
COVID-19 VACCINE MRNA,0.002936857562408223,0.0,0.0005907113312675491,2,Anti-infective (Other)
MOXIFLOXACIN,0.002936857562408223,5.1826898160145116e-05,0.0010230379545246356,2,Antibacterial
DIANEAL PD-2 PERITONEAL DIALYSIS SOLUTION WITH DEXTROSE,0.002936857562408223,0.0,1.4338398710272337e-05,2,Unclassified
DARZALEX,0.002936857562408223,0.0,0.002988873234089028,2,Antineoplastic
BETAMETHASONE,0.002936857562408223,0.0,0.00430914010856387,2,Corticosteroid
ACETYLCYSTEINE,0.002936857562408223,0.0,0.003945723860857481,2,Respiratory (Other)
TIZANIDINE,0.002936857562408223,0.0,0.0008685301692877355,2,Musculoskeletal (Other)
ACETAMINOPHEN\OXYCODONE HYDROCHLORIDE,0.002936857562408223,0.0,0.004639197741110658,2,Analgesic/Opioid
AMPICILLIN,0.002936857562408223,0.0,0.002104858497664661,2,Antibacterial
BUDESONIDE / FORMOTEROL,0.002936857562408223,0.0,0.0026861650227294246,2,Anti-asthmatic
IFOSFAMIDE,0.002936857562408223,4.318908180012093e-06,0.00036487421543268553,2,Antineoplastic
CHLORPHENIRAMINE MALEATE,0.002936857562408223,0.0,0.0035235697799908187,2,Respiratory (Other)
ROCURONIUM,0.002936857562408223,0.00288934957242809,0.0006781204864993521,2,Musculoskeletal (Other)
AMIODARONE HYDROCHLORIDE,0.002936857562408223,0.0,0.00394822765951599,2,Cardiovascular (Other)
BMS-830216,0.002936857562408223,0.0,0.0019473321691834931,2,Unclassified
EDOXABAN TOSYLATE,0.002936857562408223,0.0,0.003927032551376323,2,Antithrombotic
PHENYTOIN,0.002936857562408223,0.0,0.0005299885052462947,2,Narrow Therapeutic Index
MELOXICAM,0.002936857562408223,0.0,0.002901486730585415,2,Anti-inflammatory (NSAID)
PHENYLEPHRINE HYDROCHLORIDE,0.002936857562408223,0.0,0.011603508417101201,2,Cardiovascular (Other)
MAGNESIUM SULFATE,0.002936857562408223,0.0,0.008355224223162287,2,Alimentary/Metabolism
ORIDONIN,0.002936857562408223,0.0,0.006537285970157625,2,Antineoplastic
DELFLEX WITH DEXTROSE 15% LOW MAGNESIUM LOW CALCIUM,0.002936857562408223,0.0,0.0,2,Unclassified
METHOTRIMEPRAZINE,0.002936857562408223,0.0,0.006101304490266092,2,Psycholeptic
PALIPERIDONE,0.002936857562408223,0.0,0.0034261746006749006,2,Psycholeptic
ALIMTA,0.002936857562408223,0.0,0.0013830853000251241,2,Antineoplastic
DELFLEX WITH DEXTROSE 25% LOW MAGNESIUM LOW CALCIUM,0.002936857562408223,0.0,0.0,2,Unclassified
LOSARTAN POTASSIUM,0.002936857562408223,0.0,0.002027057802032837,2,RAAS Inhibitor
DUPIXENT,0.002936857562408223,0.0,0.002017157124178591,2,Dermatological
DICLOFENAC POTASSIUM,0.002936857562408223,0.0,0.005094092516414641,2,Anti-inflammatory (NSAID)
ONIVYDE,0.002936857562408223,0.0,0.0001895009907294534,2,Antineoplastic
DELFLEX WITH DEXTROSE 425% LOW MAGNESIUM LOW CALCIUM,0.002936857562408223,0.0,0.0,2,Unclassified
TELMISARTAN,0.002936857562408223,0.0,0.002879727950534131,2,RAAS Inhibitor
SPIRIVA RESPIMAT,0.002936857562408223,2.1594540900060463e-05,0.0009217128610901828,2,Anti-asthmatic
HEPARIN SODIUM,0.002936857562408223,0.0,0.004762720103068524,2,Antithrombotic
SKENAN,0.002936857562408223,0.0,0.0038710250751462223,2,Analgesic/Opioid
EPLERENONA,0.002936857562408223,0.0,0.0012033355018584446,2,Cardiovascular (Other)
BEVACIZUMAB,0.002936857562408223,0.005770061328496156,0.002496393516691354,2,Antineoplastic
SEMAGLUTIDE,0.002936857562408223,5.1826898160145116e-05,0.0006245203791656841,2,Antidiabetic
TRIKAFTA,0.002936857562408223,0.0,6.45008801279769e-05,2,Respiratory (Other)
PONATINIB,0.002936857562408223,0.0,0.0021845237228509742,2,Antineoplastic
DAUNORUBICIN,0.002936857562408223,2.1594540900060463e-05,0.0001976739672360281,2,Antineoplastic
TECENTRIQ,0.002936857562408223,0.00288934957242809,3.037293349547222e-05,2,Antineoplastic
ONFI,0.002936857562408223,0.0,8.537325304504077e-05,2,Psycholeptic
CLOBAZAM,0.002936857562408223,0.00288934957242809,0.001586872351687233,2,Psycholeptic
INDAPAMIDE,0.002936857562408223,0.0,0.00567972377278096,2,Cardiovascular (Other)
VITAMIN B COMPLEX,0.002936857562408223,0.0,0.0034700976422393196,2,Alimentary/Metabolism
REBAMIPIDE,0.002936857562408223,0.0,0.0008739961378716675,2,Alimentary/Metabolism
PROAIR,0.002936857562408223,0.0,0.0010276440504053638,2,Anti-asthmatic
OPDIVO,0.002936857562408223,0.00288934957242809,3.2281615275741534e-05,2,Antineoplastic
LOXOPROFEN,0.002936857562408223,0.0,0.0007760428746851087,2,Anti-inflammatory (NSAID)
GENTAMICIN,0.002936857562408223,0.000509631165241427,0.003523996304709432,2,Narrow Therapeutic Index
CAPECITABINE,0.002936857562408223,0.0,0.006927332164606124,2,Antineoplastic
GEMCITABINE HYDROCHLORIDE,0.002936857562408223,0.0,0.001178364533950655,2,Antineoplastic
IVABRADINE,0.002936857562408223,0.0,0.004069234104178289,2,Cardiovascular (Other)
CALCIUM PHOSPHATE / CHOLECALCIFEROL,0.002936857562408223,0.0009156085341625637,0.0028851486373230417,2,Alimentary/Metabolism
OCREVUS,0.002936857562408223,0.00288934957242809,0.0024385060452208583,2,Immunosuppressant
TUMS,0.002936857562408223,0.0,0.006589448681800487,2,Alimentary/Metabolism
PRAVASTATIN SODIUM,0.002936857562408223,0.0,0.00505318069417099,2,Lipid Modifying
FLUCYTOSINE,0.002936857562408223,0.0,0.000903664412738272,2,Anti-infective (Other)
RYBELSUS,0.002936857562408223,7.774034724021767e-05,0.0006397256014137983,2,Antidiabetic
NOVORAPID,0.002936857562408223,0.0,0.0021687661713384442,2,Antidiabetic
PROGRAF,0.002936857562408223,0.0,0.0010831215537948945,2,Immunosuppressant
POMALYST,0.002936857562408223,0.0,0.0022266706661722524,2,Immunosuppressant
CALCIUM CARBONATE / CHOLECALCIFEROL / MAGNESIUM OXIDE,0.0014684287812041115,0.0,8.40418190610737e-05,1,Alimentary/Metabolism
COMPAZINE,0.0014684287812041115,0.0,0.00022277063976406677,1,Psycholeptic
ANASTROZOLE,0.0014684287812041115,0.0,0.0007022854327460242,1,Antineoplastic/Immuno (Other)
AKYNZEO,0.0014684287812041115,0.0,0.0009832806904880999,1,Alimentary/Metabolism
GLYBURIDE,0.0014684287812041115,0.0,0.0006809225230446314,1,Antidiabetic
ATROVENT,0.0014684287812041115,0.0,0.0014965089528480482,1,Anti-asthmatic
ENTECAVIR,0.0014684287812041115,0.0,0.0014963666388952018,1,Antiviral
BASAGLAR,0.0014684287812041115,0.0,0.0007162993725578576,1,Antidiabetic
BACTRIM DS,0.0014684287812041115,0.0,0.001482633594233882,1,Antibacterial
DOMPERIDONE MALEATE,0.0014684287812041115,0.0,0.0008651424024877831,1,Alimentary/Metabolism
METHIMAZOLE,0.0014684287812041115,0.0,4.458506788574651e-05,1,Hormonal
ALBUMIN HUMAN,0.0014684287812041115,0.0,0.0015911679207648687,1,Blood (Other)
BREZTRI,0.0014684287812041115,0.0,0.0014767014540604387,1,Anti-asthmatic
ERYTHROMYCIN,0.0014684287812041115,0.0,0.0016145239939180415,1,Antibacterial
FISHOIL,0.0014684287812041115,0.0,0.0012788445855692915,1,Unclassified
CEFAZOLIN SODIUM,0.0014684287812041115,0.0,0.00020892077849698142,1,Antibacterial
DEPAKOTE,0.0014684287812041115,0.0,1.6758380241809052e-05,1,Antiepileptic
ATEZOLIZUMAB,0.0014684287812041115,0.0,0.0,1,Antineoplastic
CRESTOR,0.0014684287812041115,0.0,0.0015003132727691522,1,Lipid Modifying
BEDAQUILINE,0.0014684287812041115,0.0,4.131841030324457e-06,1,Anti-infective (Other)
LIDOCAINE / PRILOCAINE,0.0014684287812041115,0.0,0.0010290021702326045,1,Cardiovascular (Other)
ANTI-THYMOCYTE GLOBULIN,0.0014684287812041115,0.0,0.0008855779357259437,1,Immunosuppressant
CLORHEXIDINA,0.0014684287812041115,0.0,0.006480580144020171,1,Dermatological
CHLORTHALIDONE,0.0014684287812041115,0.0,0.0003538291446631531,1,Cardiovascular (Other)
CHLORHEXIDINE GLUCONATE,0.0014684287812041115,0.0,0.008474249509505889,1,Blood (Other)
DOBUTAMINE,0.0014684287812041115,0.0,0.0003327529462976125,1,Cardiovascular (Other)
GIMERACIL\OTERACIL\TEGAFUR,0.0014684287812041115,0.0,4.6944899642666063e-07,1,Unclassified
FENOFIBRATE,0.0014684287812041115,0.0,0.002542695551775329,1,Lipid Modifying
NAPROXEN SODIUM,0.0014684287812041115,0.0,0.007407136058184046,1,Anti-inflammatory (NSAID)
FERROUS FUMARATE,0.0014684287812041115,0.0,0.0017996159616571854,1,Blood (Other)
REVLIMID,0.0014684287812041115,0.0,0.00044769335584232873,1,Immunosuppressant
GRANISETRON,0.0014684287812041115,0.0,0.006470712207158656,1,Alimentary/Metabolism
AZOSEMIDE,0.0014684287812041115,0.0,0.0006201005306967994,1,Cardiovascular (Other)
ELEXACAFTOR / IVACAFTOR / TEZACAFTOR,0.0014684287812041115,0.0,0.0,1,Respiratory (Other)
BROMAZEPAM,0.0014684287812041115,0.0,0.006434603205334935,1,Psycholeptic
REGUNEAL LCA,0.0014684287812041115,0.0,3.6593602814458826e-07,1,Unclassified
EMEND,0.0014684287812041115,0.0,0.0024041698090775426,1,Alimentary/Metabolism
BORTEZOMIB,0.0014684287812041115,0.0,0.00030431604514045643,1,Antineoplastic
ENVARSUS XR,0.0014684287812041115,0.0,0.0017056352913594759,1,Immunosuppressant
LITHIUM CARBONATE,0.0014684287812041115,0.0,0.0008551194079231168,1,Narrow Therapeutic Index
NICOTINE,0.0014684287812041115,0.0,0.0034281608665196026,1,Nervous System (Other)
CLARITIN,0.0014684287812041115,0.0,0.001252638870703142,1,Respiratory (Other)
LETAIRIS,0.0014684287812041115,0.0,0.0020026756241405368,1,Cardiovascular (Other)
TPN,0.0014684287812041115,0.0,0.0001742258258588405,1,Blood (Other)
BENZOYLECGONINE,0.0014684287812041115,0.0,0.0002233161058948679,1,Anesthetic
ISATUXIMAB,0.0014684287812041115,0.0,0.005453508452126928,1,Antineoplastic
MINOCICLINA,0.0014684287812041115,0.0,0.002101839739211702,1,Unclassified
ACUPAN,0.0014684287812041115,0.0,0.005398721373757554,1,Analgesic/Opioid
ELIGARD,0.0014684287812041115,0.0,0.0,1,Antineoplastic/Immuno (Other)
TRIMEPRAZINE,0.0014684287812041115,0.0,0.0010823870604031328,1,Respiratory (Other)
BASILIXIMAB,0.0014684287812041115,0.0,0.002363036413649679,1,Immunosuppressant
DIMENHYDRINATE,0.0014684287812041115,0.0,0.0015041583240811452,1,Respiratory (Other)
LOPERAMIDE HYDROCHLORIDE,0.0014684287812041115,0.0,0.004845405412130854,1,Alimentary/Metabolism
POLYETHYLENE GLYCOL 4000,0.0014684287812041115,0.0,0.004264914831557929,1,Alimentary/Metabolism
SOLU-MEDROL,0.0014684287812041115,0.0,0.0017022541051046473,1,Corticosteroid
AUGMENTIN,0.0014684287812041115,0.0,0.002373765875909871,1,Antibacterial
MEMANTINE,0.0014684287812041115,0.0,0.001204701162842065,1,Psychoanaleptic
ALVESCO,0.0014684287812041115,0.0,0.0,1,Anti-asthmatic
METHADONE HYDROCHLORIDE,0.0014684287812041115,0.0,0.00026658186003719397,1,Nervous System (Other)
NIVOLUMAB,0.0014684287812041115,0.0,0.00017421780898911767,1,Antineoplastic
TEICOPLANIN,0.0014684287812041115,0.0,0.0012672656762332298,1,Antibacterial
